,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,2,2,2,2,2,2,6,6,6,6,6
1,0,0,2,2,0,5,5,9,9,9,9
2,2,2,2,2,2,2,6,6,6,6,12
3,2,2,4,4,6,6,2,2,2,2,2
4,0,0,2,2,2,2,6,6,6,6,6
5,2,2,2,2,2,2,8,8,8,8,12
6,0,0,2,2,2,5,5,9,9,9,9
7,0,0,0,0,0,7,7,9,10,11,11
8,0,0,0,0,0,1,7,7,10,11,11
9,0,3,3,3,3,3,8,8,10,8,12
10,2,2,2,2,5,5,8,8,8,8,8
11,2,2,2,5,5,5,8,8,8,8,8
12,2,2,2,2,2,2,8,8,8,8,8
13,2,2,2,2,6,6,2,2,2,2,2
14,2,3,4,4,4,4,4,4,4,4,4
15,2,3,4,4,4,4,4,4,4,4,4
16,2,2,2,2,4,4,8,8,8,4,4
17,2,2,4,4,4,4,4,4,4,4,4
18,2,3,4,4,4,4,4,4,4,4,4
19,0,3,4,4,4,4,4,4,4,4,4
20,2,3,4,4,4,4,4,4,4,4,4
21,2,2,2,2,2,2,8,4,9,9,9
22,2,3,4,4,4,4,4,4,4,4,4
23,0,2,0,0,6,6,2,2,2,2,2
24,2,2,1,2,6,6,2,2,2,2,2
25,1,2,1,1,6,6,2,2,2,2,2
26,2,2,2,2,2,6,2,2,2,2,2
27,1,1,1,1,1,7,1,1,10,10,10
28,0,3,3,3,3,3,3,3,3,3,3
29,1,1,1,1,1,7,1,1,10,10,10
30,1,3,3,3,3,3,3,3,3,3,3
31,2,3,3,3,3,3,3,3,3,3,3
32,1,3,3,3,3,3,3,3,3,3,3
33,1,3,3,3,3,3,3,3,3,3,3
34,2,3,3,3,3,3,3,3,3,3,3
35,0,0,2,2,2,2,6,6,6,6,6
36,1,1,1,5,1,1,1,1,1,11,11
37,2,2,4,4,6,1,8,9,7,7,7
38,2,1,1,0,6,1,8,8,10,10,10
39,1,1,1,5,5,5,5,5,5,5,5
40,1,1,1,1,1,7,7,7,7,1,1
41,0,2,2,5,5,7,7,7,7,7,7
42,1,2,1,1,1,7,7,7,7,7,7
43,1,1,1,1,1,7,1,1,1,1,1
44,1,1,1,1,1,7,1,1,1,1,1
45,1,1,1,1,1,7,1,1,1,1,1
46,1,1,1,5,5,5,5,5,5,5,5
47,0,2,0,0,6,1,8,9,9,7,7
48,1,1,1,1,1,7,1,1,1,1,1
49,1,1,1,1,1,6,1,1,1,1,1
50,1,1,1,5,5,5,5,5,5,5,5
51,0,0,0,5,5,5,5,5,5,5,5
52,1,1,2,2,2,2,6,6,6,6,6
53,1,1,1,1,1,7,1,1,1,1,1
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
