,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,3,4,3,3,3,3,3,3,3,3,0,0
1,0,0,3,5,5,7,7,7,7,7,7,0,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,2,2,2,2,2,2,2,2,2,2,2,2,1
4,0,3,4,4,3,3,3,3,3,3,3,0,0
5,2,3,3,4,4,7,7,9,9,9,9,0,1
6,1,3,3,4,4,7,7,7,7,7,7,0,1
7,0,3,3,4,4,7,7,7,7,7,7,0,1
8,0,2,2,5,5,6,6,6,10,10,10,3,3
9,0,0,0,0,3,6,6,6,6,6,6,2,4
10,2,3,3,4,4,7,7,9,9,9,9,0,1
11,2,3,3,4,4,7,7,9,9,9,9,0,1
12,1,3,3,4,4,7,7,7,7,7,7,0,1
13,0,0,3,0,4,6,6,6,6,6,6,2,4
14,1,1,1,1,1,1,1,1,1,1,12,1,5
15,1,1,1,1,1,1,1,1,1,1,1,1,5
16,1,1,1,1,1,1,1,1,1,1,1,1,5
17,1,1,1,1,1,1,1,1,1,1,1,1,5
18,1,1,1,1,1,1,1,1,1,1,1,1,5
19,1,1,1,1,1,1,1,1,1,1,1,1,5
20,1,1,1,1,1,1,1,1,1,1,1,1,5
21,1,1,1,1,1,1,1,1,1,1,1,1,5
22,1,1,1,1,1,1,1,1,1,1,1,1,5
23,2,2,4,3,3,6,6,6,6,6,6,2,4
24,0,0,3,4,4,0,0,9,9,9,9,0,1
25,1,1,1,1,1,1,1,1,1,1,12,1,5
26,0,0,4,5,6,4,8,8,8,8,8,3,3
27,2,2,4,4,6,7,7,9,9,11,11,2,1
28,2,2,4,3,6,4,4,4,4,4,4,2,6
29,1,1,4,3,6,4,4,4,4,4,4,3,6
30,2,2,2,2,2,2,2,2,2,2,2,2,2
31,2,2,2,2,2,2,2,2,2,2,2,2,2
32,2,2,2,2,2,2,2,2,2,2,2,2,2
33,2,2,2,2,2,2,2,2,2,2,2,2,2
34,1,3,4,3,6,4,4,4,4,4,4,3,3
35,0,3,4,3,3,3,3,3,3,3,3,0,0
36,0,1,0,5,5,6,6,6,10,10,10,3,3
37,0,0,3,5,5,6,8,8,8,8,12,3,3
38,1,3,4,3,6,4,4,4,4,4,4,3,3
39,2,3,0,5,6,6,6,6,10,4,4,3,3
40,1,3,4,4,6,5,5,5,5,5,5,3,7
41,0,0,0,5,5,5,5,5,5,5,5,3,7
42,0,0,0,5,5,5,5,5,5,5,5,3,7
43,2,3,4,5,5,5,5,5,5,5,5,3,7
44,1,3,4,3,6,4,4,4,4,4,4,3,3
45,2,3,0,5,5,6,6,6,10,10,10,3,3
46,1,3,4,3,6,4,4,7,6,4,4,3,3
47,2,3,3,5,5,6,6,6,10,10,10,3,3
48,0,1,1,1,0,3,3,3,0,11,11,3,3
49,1,3,4,3,6,4,4,4,4,4,4,3,3
50,1,3,4,3,6,4,4,4,4,4,4,3,6
51,1,3,4,3,6,4,8,8,8,8,8,3,3
52,0,0,3,4,0,3,8,9,9,9,9,0,3
53,1,3,4,5,6,6,6,6,6,10,6,3,3
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.08087703670064395,0.12092274940196346,0.16227697144231334,0.16532417755400294,0.18849837154324078,0.1945353766301787,0.18467735967212134,0.1755026762402831,0.17682486458261262,0.18284218347759018,0.16442070243883142,0.25059507923541174,0.20271103175391197
NMI,0.3103276413772047,0.52325098201056142,0.50484683336594005,0.59784627337672724,0.65798146786977596,0.65762295482854638,0.62260452686208412,0.61636542695099694,0.67027675309757617,0.71725102092148219,0.65930741303147722,1.0,0.71922908190495538
