,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,3,3,5,5,5,5,1,0
1,99,99,99,99,99,99,99,99,99
2,1,1,1,5,5,5,5,1,0
3,1,1,1,1,1,1,1,4,1
4,1,1,1,5,5,5,5,1,0
5,0,0,4,4,4,4,4,1,2
6,2,2,2,2,2,2,2,2,3
7,2,2,2,2,2,2,2,2,3
8,2,2,2,2,2,2,2,2,4
9,1,3,3,3,3,3,8,2,0
10,2,2,2,2,2,4,8,2,0
11,0,0,4,4,0,0,0,2,0
12,2,2,2,2,2,2,2,2,4
13,2,2,2,5,6,6,6,1,5
14,0,0,4,4,4,4,4,1,2
15,2,2,2,2,2,2,2,2,3
16,2,2,2,2,2,2,2,2,4
17,2,2,2,2,2,2,2,2,4
18,2,2,2,2,2,2,2,2,4
19,2,2,2,2,2,2,2,2,4
20,2,2,3,2,2,2,2,2,4
21,2,2,2,2,2,2,2,2,4
22,2,3,3,3,3,3,8,2,3
23,0,0,4,4,4,4,4,1,2
24,1,1,1,1,1,1,1,4,1
25,1,1,1,1,1,1,1,4,1
26,0,2,4,5,6,6,6,1,5
27,1,1,1,1,1,1,1,1,6
28,2,3,3,3,3,3,3,2,6
29,1,1,4,4,4,1,1,1,6
30,2,3,3,3,3,3,3,2,7
31,2,3,3,3,3,3,3,2,7
32,2,3,3,3,3,3,3,2,7
33,2,3,3,3,3,3,3,2,7
34,2,1,3,3,1,1,1,4,8
35,0,0,4,5,5,5,5,1,0
36,1,1,1,1,1,1,1,4,1
37,1,1,1,1,1,1,1,4,1
38,1,1,1,1,1,1,1,4,8
39,1,1,1,1,1,1,1,4,8
40,1,1,1,1,1,1,1,4,1
41,1,1,1,1,1,1,1,4,1
42,99,99,99,99,99,99,99,99,99
43,2,0,0,0,5,7,7,1,2
44,1,1,1,1,1,1,1,4,1
45,1,1,1,5,6,6,6,1,6
46,1,1,1,4,1,1,1,4,8
47,1,1,1,1,1,1,1,4,1
48,1,1,1,1,1,1,1,4,8
49,1,1,1,1,1,1,1,4,1
50,1,1,1,1,1,1,1,4,6
51,1,1,4,5,6,6,6,1,6
52,1,1,1,1,1,7,7,1,2
53,1,1,1,1,1,1,1,4,1
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.09859955047755456,0.10714736986104373,0.10653402656302778,0.11909759649048425,0.12498939174166974,0.12076939121335933,0.11530048157270933,0.13695419631279346,0.07456943776304663
NMI,0.43153252498842526,0.50790774645012926,0.50650117885542789,0.61583037625212855,0.71701363402860152,0.66771703408374783,0.68225180036589683,1.0,0.59331532606412951
