,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,2,5,5,5,0,0
1,0,3,4,4,4,4,0,1
2,2,2,4,5,5,5,0,0
3,1,1,1,1,1,1,0,2
4,2,2,2,5,5,5,0,0
5,0,3,4,4,4,4,0,0
6,1,3,4,4,4,4,0,1
7,0,0,0,0,0,7,0,0
8,1,1,1,1,1,7,0,2
9,1,1,4,4,6,6,0,0
10,0,3,3,3,3,3,0,4
11,1,3,1,1,1,1,0,2
12,0,3,4,4,4,4,0,4
13,1,1,3,3,3,3,0,2
14,2,2,2,2,2,2,0,3
15,2,2,2,2,2,2,0,3
16,0,0,0,0,6,6,0,0
17,2,2,2,2,2,2,0,3
18,2,2,2,2,2,2,0,3
19,2,2,2,2,2,2,0,3
20,2,2,2,2,2,2,0,3
21,2,2,2,2,2,2,0,3
22,1,1,1,1,1,1,1,5
23,0,3,3,3,3,3,0,4
24,0,3,3,3,3,3,0,4
25,1,1,1,1,1,1,1,5
26,2,2,2,2,2,2,0,3
27,1,1,1,1,1,1,1,5
28,1,1,1,1,1,1,1,5
29,1,1,1,1,1,1,1,5
30,1,1,4,4,6,1,0,2
31,1,1,1,1,1,1,1,5
32,1,1,1,1,1,1,1,2
33,1,1,1,1,1,1,1,5
34,1,1,1,1,1,1,1,5
35,1,1,1,1,1,1,1,2
36,1,1,1,1,1,1,1,5
37,1,1,1,1,1,1,1,5
38,1,1,1,1,1,1,1,5
39,1,1,1,1,1,1,1,5
40,1,1,1,1,1,1,1,5
41,1,1,1,3,5,1,1,0
42,1,1,1,1,1,1,1,5
43,99,99,99,99,99,99,99,99
44,1,1,1,1,1,1,1,5
45,1,1,1,1,1,1,1,5
46,1,1,1,1,1,1,1,5
47,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,1,5
49,1,1,1,1,1,1,1,5
50,1,1,1,1,1,1,1,2
51,1,1,1,1,1,1,1,5
52,1,1,1,1,1,1,1,2
53,1,1,1,1,1,1,1,5
54,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,1,2
Modularity,0.07607141534348018,0.08942151807065814,0.08516007495043082,0.08455138352814448,0.08547881755841104,0.09102802294743204,0.11279489743730153,0.07940465748138431
NMI,0.46534954276969881,0.50802768194187442,0.55289250089841502,0.47582359731192342,0.46938939643072281,0.51535800863242387,1.0,0.48430624584432019
