,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,2,2,5,5,5,5,0,0
1,1,1,1,1,1,1,1,13,1
2,1,2,2,5,5,5,5,0,0
3,1,1,1,1,1,1,1,11,2
4,1,1,2,5,5,5,5,0,0
5,2,2,2,5,5,5,5,0,0
6,0,3,3,3,3,6,3,13,3
7,2,3,3,3,3,6,8,13,3
8,2,3,3,3,3,6,1,13,3
9,0,0,0,0,6,6,6,0,4
10,2,2,4,4,4,4,4,0,5
11,2,2,4,4,4,4,4,0,5
12,2,2,4,4,4,4,4,0,5
13,1,1,1,1,6,3,6,0,2
14,2,2,2,2,2,2,2,1,4
15,2,2,2,2,2,2,2,1,4
16,2,3,3,5,3,3,3,1,4
17,2,2,2,2,2,2,2,1,4
18,2,2,2,2,2,2,2,1,4
19,2,2,2,2,2,2,2,1,4
20,2,2,2,2,2,7,7,1,4
21,1,1,3,1,1,1,1,13,1
22,99,99,99,99,99,99,99,99,99
23,1,1,1,1,3,6,6,11,2
24,1,1,1,1,1,1,1,13,2
25,99,99,99,99,99,99,99,99,99
26,0,3,3,3,3,3,3,13,3
27,1,1,1,1,1,1,1,13,1
28,1,1,1,1,1,1,1,13,1
29,1,1,1,1,1,1,1,13,1
30,1,1,1,1,6,7,7,0,2
31,0,0,4,4,6,7,7,0,2
32,1,1,1,1,1,1,1,0,2
33,1,1,1,1,1,1,1,13,1
34,99,99,99,99,99,99,99,99,99
35,2,2,2,5,5,5,5,0,0
36,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99
38,2,3,3,5,3,3,3,11,4
39,1,1,1,1,5,6,8,11,2
40,1,1,1,1,1,1,1,13,1
41,1,1,1,1,1,1,1,13,1
42,99,99,99,99,99,99,99,99,99
43,1,1,4,4,5,6,8,11,2
44,1,1,1,1,5,6,8,11,2
45,1,1,1,5,3,6,8,11,2
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,6,8,11,2
50,99,99,99,99,99,99,99,99,99
51,1,1,1,1,1,1,1,13,1
52,2,2,4,4,4,4,4,0,5
53,1,1,1,1,1,1,8,11,2
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.08808939283128853,0.10167345778201191,0.12518263558320078,0.12335745099930537,0.11114895167715601,0.11516545929811002,0.1176177290052564,0.1535396982712452,0.13355825151053155
NMI,0.25465915841216641,0.40025856766667911,0.40505392060772438,0.48366403429663996,0.5347151329253752,0.49285202248501381,0.58092305595259619,1.0,0.6309172539682063
