,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,2,2,4,4,6,6,6,6
1,1,1,2,5,5,5,5,5
2,2,2,4,4,6,6,6,6
3,2,3,4,4,4,4,4,4
4,2,2,4,4,6,6,6,6
5,2,2,2,2,5,5,6,6
6,1,3,3,5,5,5,5,5
7,0,3,3,5,3,2,8,8
8,0,3,3,3,6,6,8,8
9,2,3,4,4,4,4,4,4
10,0,0,4,4,5,4,4,4
11,2,2,4,2,6,2,2,2
12,1,0,3,5,5,5,5,5
13,2,2,4,4,4,4,4,4
14,2,2,2,2,2,2,2,2
15,2,2,2,2,2,2,2,2
16,1,3,1,1,1,7,7,7
17,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,9
20,2,2,2,2,2,2,2,2
21,1,3,3,5,5,5,5,5
22,99,99,99,99,99,99,99,99
23,2,3,4,4,4,4,4,4
24,2,3,4,4,4,4,4,4
25,1,3,4,4,4,4,4,9
26,2,2,2,2,2,2,2,2
27,99,99,99,99,99,99,99,99
28,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1
30,1,3,3,3,3,3,3,3
31,0,3,3,3,3,3,3,3
32,0,3,3,3,3,3,3,3
33,2,2,3,3,6,6,6,6
34,1,1,1,1,1,1,1,1
35,2,2,4,5,6,6,6,6
36,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99
38,1,1,1,1,1,7,7,7
39,1,1,1,1,1,7,7,7
40,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1
42,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1
44,1,1,1,1,1,7,7,7
45,99,99,99,99,99,99,99,99
46,1,1,1,1,1,7,7,7
47,99,99,99,99,99,99,99,99
48,1,1,1,1,1,7,7,7
49,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1
51,1,1,1,1,1,1,1,1
52,0,0,0,0,0,5,8,2
53,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
