,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,0,4,4,4,4,4,4,4,4,0,0
1,0,0,4,0,6,6,6,6,6,6,3,1
2,0,3,3,5,4,4,4,4,4,4,0,0
3,1,3,3,3,5,5,5,5,5,11,2,2
4,0,0,4,4,4,4,4,4,4,4,0,0
5,1,1,1,1,1,1,1,1,1,1,4,3
6,0,0,0,5,6,6,6,6,6,6,3,1
7,1,1,1,1,6,6,6,6,6,6,3,3
8,0,1,1,1,1,1,8,9,10,10,4,4
9,1,3,3,3,5,5,5,3,3,11,2,2
10,1,3,3,5,4,4,4,3,3,3,2,2
11,1,1,1,1,1,1,1,1,1,1,4,3
12,2,2,4,4,4,4,2,2,2,2,1,5
13,1,1,1,1,1,1,5,1,1,11,2,2
14,2,3,3,3,5,5,5,2,3,11,2,2
15,2,2,2,2,2,2,2,2,2,2,1,5
16,2,2,2,2,2,2,2,2,2,2,1,5
17,2,2,2,2,2,2,2,2,2,2,1,5
18,2,2,2,2,2,2,2,2,2,2,1,5
19,2,2,2,2,2,2,2,2,2,2,1,5
20,2,2,2,3,5,7,8,8,8,8,1,6
21,0,0,0,5,6,6,6,6,6,0,1,1
22,2,2,2,3,5,5,8,8,8,8,1,6
23,1,3,3,5,3,3,3,3,3,3,2,7
24,1,3,3,5,3,3,3,3,3,3,2,7
25,1,3,3,3,5,5,5,5,1,1,2,2
26,0,0,4,4,4,4,4,9,9,9,2,4
27,1,1,1,1,1,1,1,1,1,1,4,3
28,1,1,1,1,1,1,1,1,1,1,4,3
29,1,1,1,1,1,1,1,1,1,1,4,3
30,1,3,3,3,5,5,5,5,5,5,2,2
31,0,3,3,3,5,5,5,5,5,5,2,4
32,0,3,3,3,5,5,8,8,8,8,1,6
33,0,3,3,3,5,5,5,5,5,5,2,4
34,0,0,0,0,0,0,0,4,0,10,2,4
35,2,2,2,5,3,3,3,3,3,3,0,0
36,0,1,1,1,1,1,7,9,10,10,4,4
37,2,2,1,5,3,3,3,3,3,3,4,4
38,2,2,2,3,5,5,5,5,4,0,4,4
39,1,1,1,1,1,1,1,1,1,1,4,3
40,2,2,2,3,6,7,7,7,7,7,0,1
41,1,0,0,1,0,7,7,7,7,7,0,1
42,1,0,0,3,0,7,7,7,7,7,0,1
43,2,2,4,4,4,7,7,9,9,9,2,4
44,1,1,1,1,1,1,1,1,1,1,4,3
45,0,0,4,4,4,4,8,9,9,9,2,4
46,1,3,3,5,3,3,3,3,3,3,2,7
47,1,1,1,1,1,1,1,1,1,1,4,4
48,1,1,1,1,1,1,1,1,1,1,4,3
49,1,1,1,1,1,1,1,1,1,1,4,3
50,1,3,3,5,3,3,3,3,3,3,2,7
51,1,3,3,5,3,3,3,3,3,3,2,7
52,1,3,3,5,3,3,3,3,3,3,2,7
53,1,1,1,5,3,3,3,3,3,3,2,7
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.05894245455034094,0.10910120225990178,0.11044973107024555,0.10734791155248653,0.11694098942433113,0.11528613199510972,0.11519757071882854,0.11973621839310793,0.12001798923376031,0.11989196024035068,0.1446589410691717,0.10798979641047105
NMI,0.21026377695767637,0.45922633106639066,0.4725786458531504,0.36066606069048412,0.50794386404691483,0.51843538162192893,0.57655621320855366,0.58698974862477771,0.64520934458812074,0.66078607272589307,1.0,0.66840289612759418
