,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,0,4,5,5,5,5,5,5,2,0
1,1,3,3,4,4,4,5,9,9,2,1
2,0,0,0,4,4,4,4,9,9,2,2
3,1,1,1,1,1,1,1,1,1,1,1
4,0,0,4,5,5,5,5,5,5,2,0
5,0,0,4,5,5,5,5,9,9,1,0
6,1,1,1,1,1,1,1,9,9,1,1
7,1,1,1,1,1,1,1,1,1,1,0
8,0,3,3,4,4,7,7,7,7,3,0
9,2,2,4,4,4,0,4,9,9,1,2
10,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1
12,1,1,3,3,3,3,3,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1
14,1,3,3,3,3,3,3,3,3,0,3
15,1,3,3,3,3,3,3,3,3,0,3
16,1,3,3,3,3,3,3,3,3,0,4
17,1,3,3,3,3,3,3,3,3,0,3
18,1,3,3,3,3,3,3,3,3,0,3
19,1,3,3,3,3,3,3,3,3,0,4
20,1,3,3,3,3,3,3,3,3,0,4
21,1,3,3,5,5,5,5,9,9,1,0
22,1,3,3,3,3,3,3,3,3,0,3
23,1,3,1,1,1,1,1,1,1,1,1
24,1,1,1,1,1,1,1,1,1,1,1
25,2,2,2,2,3,3,3,3,3,3,4
26,1,3,3,3,3,3,3,3,3,0,4
27,1,1,1,1,1,1,1,1,1,1,1
28,2,1,1,1,1,1,1,1,1,1,4
29,2,2,2,2,2,2,2,2,2,3,4
30,0,0,4,4,4,4,4,4,4,2,2
31,0,0,4,4,4,4,4,4,4,2,2
32,0,0,4,4,4,4,4,4,4,2,2
33,2,2,2,2,2,2,2,2,2,3,4
34,1,0,4,4,4,4,4,4,4,3,2
35,2,2,4,5,5,5,8,8,8,3,4
36,0,3,4,4,4,7,7,7,7,3,0
37,2,2,2,2,2,2,2,2,2,3,5
38,2,2,2,2,2,2,2,2,10,3,5
39,2,2,2,2,2,2,2,2,2,3,5
40,2,2,2,2,6,6,6,6,6,3,6
41,0,2,2,5,6,6,6,6,6,3,6
42,2,2,2,2,6,6,6,6,6,3,6
43,2,2,2,2,6,6,6,6,6,3,4
44,2,2,2,2,2,2,2,2,2,3,5
45,2,2,2,2,2,2,2,2,2,3,5
46,1,1,1,1,1,1,1,1,1,1,1
47,0,0,4,5,5,5,2,8,8,3,5
48,2,2,2,2,2,2,2,2,2,3,5
49,2,2,2,2,2,2,2,2,2,3,4
50,1,1,1,1,1,1,1,1,1,1,1
51,2,2,4,4,6,7,7,7,7,3,4
52,1,1,4,5,5,5,8,8,8,1,4
53,2,2,4,2,2,2,8,8,8,3,5
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.11025902170245426,0.12676318055079133,0.12125226026889474,0.13143142821486775,0.12700674494500544,0.12655472058646303,0.12700822383945232,0.11796702700266953,0.1125150314221192,0.1539189922766779,0.09746794677738778
NMI,0.47401939618865041,0.61474250144368026,0.5792967100556119,0.62653903788463916,0.58147754017429487,0.62527344071472946,0.61586118996876205,0.66312599101117964,0.65391954873348923,1.0,0.48963873865972812
