,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,1,0,5,5,5,7,7,7,1,
1,1,0,1,5,5,7,5,5,5,2,
2,2,2,2,4,2,5,7,7,7,2,
3,0,3,4,4,1,1,4,4,10,2,
4,0,0,0,5,5,5,7,7,7,1,
5,2,2,2,2,2,2,2,2,2,2,
6,1,1,1,5,5,7,5,5,5,2,
7,0,3,0,5,6,6,6,9,9,0,
8,0,0,2,5,6,6,6,9,9,0,
9,2,3,4,4,1,1,4,4,10,2,
10,0,0,0,5,5,5,7,7,7,1,
11,2,2,2,2,2,2,2,2,2,2,
12,2,2,2,2,2,2,2,2,2,2,
13,2,3,3,3,3,3,3,3,10,3,
14,2,2,2,2,2,2,2,2,2,2,
15,2,2,4,4,1,1,4,4,10,2,
16,2,2,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,2,
19,2,3,4,4,1,1,4,4,10,2,
20,2,2,2,2,2,2,2,2,4,2,
21,0,0,1,5,5,7,5,5,5,2,
22,2,2,2,4,1,1,4,4,4,2,
23,1,1,3,3,3,3,3,3,3,3,
24,1,1,3,3,3,3,3,3,3,3,
25,2,2,2,2,2,2,2,2,2,2,
26,0,1,3,3,3,3,3,6,6,3,
27,1,1,1,1,4,4,1,1,1,3,
28,2,2,4,4,1,1,4,4,4,2,
29,1,1,1,1,4,4,1,1,1,3,
30,2,2,4,4,1,1,4,4,4,2,
31,2,2,4,4,1,1,4,4,4,2,
32,2,2,4,4,1,1,4,4,4,2,
33,2,3,4,4,1,1,4,4,4,2,
34,0,1,4,5,6,6,6,9,10,0,
35,1,3,1,1,4,4,1,1,1,3,
36,0,0,0,5,6,6,6,9,9,0,
37,0,3,1,1,4,4,3,6,4,3,
38,1,3,1,1,4,4,8,8,8,3,
39,1,3,1,1,4,4,1,1,1,3,
40,0,3,4,4,4,4,8,8,8,3,
41,1,3,2,2,4,4,8,8,8,3,
42,1,3,1,1,4,4,8,8,8,3,
43,1,1,3,3,4,4,1,6,6,3,
44,1,1,1,1,4,4,1,1,1,3,
45,1,1,3,3,6,6,6,6,6,3,
46,1,1,3,3,3,3,3,3,3,3,
47,2,2,2,2,2,2,2,2,2,2,
48,1,1,1,1,4,4,1,1,1,3,
49,2,2,1,1,4,4,1,1,1,3,
50,1,1,1,1,4,4,1,1,1,3,
51,1,1,3,3,3,3,3,3,3,3,
52,1,1,3,3,3,3,3,3,3,3,
53,1,1,1,1,4,4,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.11810974676162164,0.0979714765467744,0.1277763500259087,0.13941793332292488,0.14305038938412643,0.14428603010584692,0.12772384384463523,0.1282025921110459,0.11421356277132023,0.15064314582365906,
NMI,0.49507203667602651,0.39394476115651134,0.48131434224971997,0.57052502347729939,0.700489113934611,0.70673426849488286,0.67631151183461968,0.68869588108182844,0.57229629616107014,1.0,
Silhoutte,0.12004334,0.09652216,0.13958761,0.14757526,0.17582268,0.20851415,0.20967319,0.23834815,0.23918855,0.1491545,
