,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,2,2,2,2,2,2,0,0
1,0,3,3,3,3,6,6,5,1
2,2,2,2,2,2,2,2,0,0
3,2,2,4,4,4,4,4,2,2
4,2,2,2,2,2,2,2,0,0
5,0,0,0,0,0,7,7,0,3
6,0,3,3,3,6,6,6,5,4
7,0,0,4,5,5,5,5,1,5
8,0,0,0,5,5,5,5,1,5
9,2,2,4,4,4,4,4,2,2
10,1,1,4,4,4,4,4,2,2
11,2,2,2,2,2,2,2,0,0
12,2,2,2,2,2,2,2,0,0
13,2,2,4,4,4,4,4,2,2
14,2,2,4,5,5,4,4,2,6
15,2,3,3,5,5,3,3,5,6
16,2,3,3,3,3,3,3,5,1
17,2,3,3,3,3,3,3,5,1
18,1,3,3,3,3,3,3,5,1
19,1,3,3,5,5,3,3,5,6
20,2,3,3,3,3,3,3,5,1
21,1,3,3,3,3,6,6,5,4
22,99,99,99,99,99,99,99,99,99
23,2,2,4,4,4,4,4,2,2
24,0,3,3,3,6,7,8,5,3
25,99,99,99,99,99,99,99,99,99
26,2,3,3,3,3,3,3,5,6
27,2,2,2,2,2,2,2,0,0
28,1,1,1,1,1,1,1,6,7
29,1,1,1,1,1,1,1,6,7
30,1,1,1,1,1,1,1,6,8
31,1,1,1,1,1,1,1,6,8
32,1,1,1,1,1,1,1,6,7
33,1,1,1,1,1,1,1,6,7
34,0,3,3,3,3,3,3,5,1
35,2,2,2,2,2,2,2,0,0
36,1,1,1,1,1,1,1,6,8
37,2,2,2,2,2,2,2,0,0
38,1,1,1,1,1,1,1,6,8
39,1,1,1,1,1,1,1,6,8
40,1,1,1,1,1,1,1,6,7
41,1,1,1,1,1,1,1,6,8
42,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,6,7
44,1,1,1,1,1,1,1,6,7
45,99,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,6,7
50,1,1,1,5,5,5,5,6,8
51,2,2,2,2,2,2,2,0,0
52,2,2,2,2,2,2,2,0,0
53,0,3,3,3,6,7,8,5,3
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.11981237064511649,0.18654802830035133,0.22894600956733388,0.21054410871988513,0.1992969254568298,0.21697124321207759,0.2162437678431258,0.23531730192223888,0.16151456019215818
NMI,0.49392807202878147,0.83586487787704733,0.93456164811776032,0.83968865628980671,0.80611879569780798,0.85400997263770717,0.86937121125245698,1.0,0.78811863052913989
