,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,2,2,2,5,5,5,5,5,5,5
1,1,2,2,5,5,5,5,5,5,5
2,2,3,3,2,2,2,2,2,2,2
3,2,3,3,2,2,2,2,2,2,2
4,0,2,4,5,5,5,5,5,5,5
5,0,0,0,0,6,6,8,8,8,8
6,1,1,1,5,6,6,5,8,8,11
7,0,0,4,5,5,4,4,4,4,4
8,0,0,4,5,5,4,4,4,4,4
9,2,3,3,2,2,2,2,2,2,2
10,2,3,3,2,2,2,2,2,2,2
11,0,0,1,4,4,7,7,7,7,7
12,2,3,4,3,6,6,8,8,8,8
13,0,3,3,2,2,2,2,2,2,2
14,2,2,2,4,4,7,7,7,10,10
15,2,2,2,4,4,7,7,7,10,10
16,2,2,2,4,4,0,0,9,9,9
17,2,2,2,4,4,7,7,7,10,10
18,2,2,2,4,4,7,7,7,10,10
19,2,2,2,4,4,7,7,7,10,10
20,2,2,2,4,4,7,7,7,10,10
21,1,2,2,4,6,7,8,8,8,8
22,99,99,99,99,99,99,99,99,99,99
23,0,3,4,3,3,3,3,3,3,3
24,0,3,4,3,3,3,3,3,3,3
25,1,3,3,4,4,7,7,3,3,3
26,2,2,2,4,4,7,7,7,10,10
27,1,1,1,1,1,1,1,1,1,1
28,1,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1,1
30,2,3,3,2,2,2,2,2,2,2
31,2,3,3,2,2,2,2,2,2,2
32,2,3,3,2,2,2,2,2,2,2
33,1,1,1,1,1,1,1,1,1,1
34,1,1,1,1,1,1,1,1,1,1
35,0,2,4,5,5,5,5,5,5,5
36,1,1,4,5,5,4,4,4,4,4
37,0,0,0,0,6,6,6,6,6,6
38,1,1,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,9,9,9
40,1,1,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1,1,1
42,1,1,1,1,1,1,1,1,1,1
43,1,1,1,1,1,1,1,1,1,1
44,1,1,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1,1,1
46,1,1,4,3,3,3,3,9,9,9
47,0,0,0,0,6,6,6,6,6,6
48,1,1,1,1,1,1,1,1,1,1
49,1,1,1,3,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1,1,1
51,1,1,4,3,3,3,3,3,3,3
52,0,0,0,0,0,7,7,7,7,7
53,1,1,1,1,3,3,6,6,6,6
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
