,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,2,6,8,8
2,2,2,3,5,5,5,5,5,5,5
3,2,2,3,3,3,3,3,8,10,10
4,0,0,0,0,0,0,0,8,10,11
5,1,2,3,1,1,3,1,8,10,1
6,0,0,0,0,4,7,8,3,8,8
7,0,3,4,4,4,3,4,7,7,7
8,0,2,3,3,3,3,8,3,3,3
9,1,1,1,1,1,1,1,1,1,1
10,2,2,3,3,3,3,3,8,10,10
11,1,1,1,1,1,1,1,1,1,1
12,2,2,3,3,3,3,3,8,10,10
13,1,1,1,1,1,1,1,1,1,1
14,0,0,0,0,0,0,3,9,9,9
15,0,0,4,4,6,6,6,6,6,6
16,0,0,4,4,4,4,7,4,4,4
17,0,0,0,2,6,2,7,9,9,9
18,1,1,1,1,1,1,7,1,1,1
19,0,0,0,3,3,7,8,3,3,3
20,2,2,3,5,5,5,5,5,5,5
21,1,1,1,1,1,1,1,1,1,1
22,2,2,3,5,5,5,5,5,5,5
23,0,0,4,4,4,4,4,4,4,4
24,0,0,4,4,4,4,7,4,4,4
25,2,2,3,3,3,3,3,8,10,10
26,0,2,3,5,6,6,6,6,6,6
27,0,3,3,3,3,7,8,3,3,3
28,1,2,3,1,1,1,3,8,10,10
29,0,3,2,2,2,7,8,3,3,3
30,2,2,3,3,3,3,3,8,10,10
31,2,2,3,5,5,5,5,5,5,5
32,2,2,3,5,5,5,5,5,5,5
33,0,3,3,3,3,3,4,8,10,10
34,2,3,2,2,2,2,2,2,2,2
35,1,1,1,1,1,1,1,1,1,1
36,1,3,2,2,2,2,1,1,7,7
37,0,0,0,0,0,0,0,0,6,11
38,0,0,0,0,0,0,0,0,6,11
39,2,3,4,4,4,4,7,4,4,4
40,2,3,2,2,2,2,2,2,2,2
41,0,0,0,0,0,2,7,7,7,7
42,2,3,2,2,2,2,2,2,2,2
43,2,3,2,2,2,7,2,2,2,2
44,2,3,2,2,2,2,2,2,2,2
45,0,0,0,0,6,6,6,6,6,6
46,2,2,4,4,6,4,7,4,4,4
47,0,3,2,2,2,2,2,2,0,8
48,0,3,2,3,2,3,4,7,7,7
49,2,3,4,2,4,2,4,4,4,4
50,2,3,2,2,2,2,2,2,2,2
51,0,0,0,0,0,6,6,7,7,7
52,1,1,1,1,1,1,1,1,1,1
53,2,3,2,4,2,6,6,6,6,6
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
