,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,2,3,3,3,3,3,3,3,3,0,
1,1,1,4,4,5,5,5,5,6,1,
2,1,3,3,3,3,3,3,3,3,0,
3,0,1,4,5,5,5,5,5,5,0,
4,2,3,3,3,3,3,3,3,3,0,
5,1,1,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,1,1,1,
7,1,3,3,3,1,7,7,7,7,0,
8,0,0,0,0,1,7,7,7,7,0,
9,2,3,4,4,4,4,4,4,4,2,
10,1,1,4,3,1,1,4,1,1,0,
11,1,3,3,3,3,3,3,3,3,0,
12,1,1,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,1,1,
14,1,1,4,1,1,1,5,5,5,0,
15,1,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,1,1,
19,0,0,0,5,3,7,8,8,8,2,
20,1,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,1,
23,0,1,4,5,5,5,5,5,5,0,
24,2,2,2,5,5,5,5,2,2,3,
25,1,1,3,3,3,3,3,3,3,0,
26,0,3,1,1,5,5,7,9,9,1,
27,0,0,0,5,5,7,8,8,8,2,
28,1,2,2,2,1,2,2,1,1,3,
29,2,2,2,2,2,2,2,2,10,3,
30,0,0,4,4,4,4,4,4,4,2,
31,0,1,4,4,4,4,4,4,4,2,
32,2,2,4,4,4,4,4,4,4,2,
33,0,0,4,4,4,4,4,4,4,2,
34,2,2,0,0,0,0,0,0,10,3,
35,1,3,3,3,3,3,3,3,3,0,
36,2,2,2,2,2,2,7,7,7,3,
37,1,1,1,0,1,6,8,9,9,3,
38,2,2,2,2,2,2,2,6,10,3,
39,2,2,2,2,2,2,2,2,2,3,
40,2,2,2,2,6,6,6,6,6,3,
41,0,0,1,1,6,6,6,6,6,3,
42,2,2,2,2,6,6,6,6,6,3,
43,2,2,2,5,6,6,6,6,6,3,
44,2,2,2,2,2,2,2,2,2,3,
45,2,3,3,5,5,5,5,2,2,1,
46,2,2,2,2,2,2,2,2,2,3,
47,1,1,0,0,2,2,2,9,9,3,
48,2,2,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,2,2,3,
50,2,2,2,2,2,2,2,2,2,3,
51,2,2,2,2,2,2,2,2,2,3,
52,2,3,3,3,3,3,3,3,3,3,
53,2,2,3,3,2,2,2,9,9,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.06700769364461259,0.08436328306068228,0.10191010856932975,0.10299332265108035,0.10350266390094652,0.1093163503909496,0.10123029163758816,0.10430478974162288,0.10042060305402735,0.13022626607198065,
NMI,0.31762395308946262,0.40510790198145913,0.44725646158965732,0.48118786436496619,0.48172956786600729,0.58513952993810714,0.51798130308328139,0.51713463096386658,0.51062193065492911,1.0,
Silhoutte,0.0878945,0.09696236,0.12713247,0.14564898,0.16172751,0.19247478,0.18972526,0.24530299,0.22962368,0.13473957,
