,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,0,2,5,5,5,5,5,5,5,0,
1,2,2,2,2,2,2,2,2,2,2,1,
2,2,2,2,5,5,5,5,5,5,5,0,
3,2,2,4,4,2,7,7,7,7,7,1,
4,0,0,2,5,5,5,5,5,5,5,0,
5,2,2,2,5,5,5,2,2,5,5,0,
6,2,2,2,2,2,2,2,2,2,2,1,
7,2,2,2,2,2,2,2,2,2,2,1,
8,0,1,3,2,6,6,8,9,9,10,3,
9,2,0,4,4,4,4,4,8,8,8,4,
10,2,2,2,2,2,7,7,8,8,8,1,
11,2,2,2,2,2,2,8,8,8,8,1,
12,2,2,2,2,2,2,2,2,2,2,1,
13,2,2,2,2,2,7,7,7,7,7,1,
14,1,3,1,1,1,1,1,1,1,1,2,
15,1,3,1,1,1,1,1,1,1,1,2,
16,2,3,1,1,1,1,1,1,1,1,2,
17,1,3,1,1,1,1,1,1,1,1,2,
18,1,3,1,1,1,1,1,1,1,1,2,
19,1,3,1,1,1,1,1,1,1,1,2,
20,1,3,1,1,1,1,1,1,1,1,2,
21,2,3,2,1,1,2,2,2,2,2,2,
22,1,3,1,1,1,1,1,1,1,1,2,
23,2,2,4,2,2,7,7,8,8,7,1,
24,0,0,0,0,0,7,7,8,8,8,1,
25,1,3,1,1,1,1,1,1,0,1,2,
26,0,0,0,0,6,7,8,7,7,7,1,
27,2,1,3,3,3,3,3,3,3,3,3,
28,1,1,3,3,3,3,3,3,4,4,3,
29,1,1,3,3,3,3,3,3,3,3,3,
30,2,2,4,4,4,4,4,4,4,4,4,
31,2,3,4,4,4,4,4,4,4,4,4,
32,2,3,4,4,4,4,4,4,4,4,4,
33,2,3,4,4,4,4,4,4,4,4,4,
34,0,0,0,0,0,0,8,9,10,9,3,
35,1,3,1,5,5,5,5,5,5,5,0,
36,1,1,3,3,6,3,8,9,9,10,3,
37,1,1,3,3,3,3,3,3,3,3,3,
38,1,1,3,3,3,3,8,3,10,9,3,
39,1,1,3,3,6,3,3,9,9,10,3,
40,2,2,3,3,6,6,6,6,6,6,3,
41,2,2,2,2,6,6,6,6,6,6,3,
42,2,2,2,2,6,6,6,6,6,6,3,
43,2,2,2,2,6,6,6,6,6,6,3,
44,1,1,3,3,3,3,3,3,3,3,3,
45,1,1,3,3,6,3,3,9,9,10,3,
46,1,1,3,3,3,3,3,3,3,3,3,
47,1,1,3,3,3,3,3,9,9,10,3,
48,1,1,3,3,3,3,3,3,3,3,3,
49,1,1,3,3,3,3,3,3,3,3,3,
50,1,1,3,3,3,3,3,3,10,9,3,
51,1,1,3,3,3,7,7,7,7,7,3,
52,2,2,2,5,5,5,2,2,10,11,0,
53,1,1,3,3,3,3,3,3,3,3,3,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.09546717155022913,0.15005673246481646,0.18732895195314386,0.19685451885096936,0.19656677006832643,0.19635755911370364,0.18339361654396855,0.1774886356481268,0.16627887394764368,0.1727385984224373,0.22746557943841006,
NMI,0.27818710081916448,0.54596255883542399,0.63757715684182636,0.79476073795649183,0.84204825921389337,0.81206372599428867,0.71341654708212765,0.71107545161846264,0.67463992647433557,0.69971329502699597,1.0,
Silhoutte,-0.00225858,0.07373207,0.11608065,0.15693243,0.19735829,0.20684734,0.22755097,0.23187732,0.22511071,0.21558261,0.18251577,
