,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,0,4,4,5,6,8,2,6,11,1,0
1,1,3,4,4,6,7,6,9,9,9,3,1
2,0,0,0,5,5,7,8,2,6,11,1,0
3,1,3,3,3,6,6,6,6,7,7,3,1
4,1,1,4,4,5,6,8,2,6,11,1,0
5,1,1,1,2,1,6,6,6,7,7,0,1
6,1,3,4,4,6,6,6,9,9,9,0,1
7,1,1,1,1,1,6,6,6,7,7,0,1
8,0,0,0,5,4,5,5,5,5,8,2,2
9,2,3,4,4,6,7,6,7,7,6,3,3
10,1,1,1,1,1,6,6,6,7,7,0,1
11,0,0,0,5,4,5,7,7,10,10,2,2
12,1,1,1,1,1,1,1,1,1,1,0,4
13,1,3,3,3,3,3,3,3,3,3,3,1
14,1,1,1,1,1,1,1,1,1,1,0,4
15,1,1,1,1,1,1,1,1,1,1,0,4
16,1,1,1,1,1,6,6,6,7,7,0,1
17,1,1,1,1,1,1,1,1,1,1,0,4
18,1,1,1,1,1,1,1,1,1,1,0,4
19,1,1,1,1,1,1,1,1,1,1,0,4
20,1,1,1,1,1,1,1,1,1,1,0,4
21,1,1,4,1,6,6,6,9,9,9,0,1
22,1,1,1,1,1,1,1,1,1,1,0,4
23,2,2,2,2,2,2,2,8,8,7,2,5
24,2,3,3,3,3,3,3,3,3,3,3,6
25,2,3,4,4,6,6,6,7,7,6,3,1
26,2,3,3,3,3,3,3,3,3,3,3,6
27,2,2,2,2,2,6,2,8,2,2,2,5
28,2,2,2,2,2,6,6,6,7,7,2,5
29,2,2,2,2,2,2,2,8,2,2,2,5
30,1,3,4,4,6,7,7,7,9,6,3,3
31,0,0,0,0,0,7,7,7,5,6,3,2
32,1,3,4,4,6,7,7,7,9,6,3,1
33,2,3,4,4,6,7,7,7,7,6,3,1
34,2,2,2,2,2,6,4,4,2,6,2,5
35,2,2,2,2,5,2,8,2,6,11,1,5
36,2,2,2,2,2,6,5,6,7,8,2,5
37,1,0,0,5,4,5,5,5,5,5,2,2
38,1,1,4,4,6,0,0,0,5,5,2,2
39,2,2,4,4,2,4,2,8,8,2,2,2
40,2,2,4,4,2,4,4,4,4,4,2,7
41,1,0,4,4,4,4,4,4,4,4,2,7
42,2,2,4,4,2,4,4,4,4,4,2,7
43,2,3,3,3,3,3,3,3,3,3,3,6
44,2,2,2,2,2,2,2,8,2,2,2,5
45,2,3,3,3,3,3,3,3,3,3,3,6
46,2,2,2,2,2,2,2,8,2,2,2,5
47,1,0,1,5,4,5,5,5,5,8,2,2
48,1,2,2,5,4,5,2,8,10,10,2,2
49,2,2,2,2,2,2,2,8,2,2,2,5
50,2,3,3,3,3,3,3,3,3,3,3,6
51,2,2,2,2,2,2,2,8,2,2,2,5
52,0,0,1,5,4,7,7,7,10,10,2,2
53,2,2,2,2,2,2,2,8,2,2,2,5
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.07612232433534383,0.12303570237770055,0.08956628583339797,0.10360224835062525,0.12426397175154291,0.10319949637590314,0.1108208659866596,0.10847577177934213,0.09895199502053678,0.10274761166754269,0.14831727260248695,0.10683274922333792
NMI,0.26779751663956269,0.64579660932051541,0.46509346240845933,0.53468386438986448,0.74330838430584012,0.48939295827267038,0.62180303366072687,0.61512943292389766,0.57381019061336913,0.61532137791517871,1.0,0.63320852274433914
