,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,0,3,4,4,4,4,0,0
1,1,1,1,5,6,6,1,0
2,0,3,4,4,4,4,0,0
3,2,2,2,2,2,2,1,1
4,0,3,4,4,4,4,0,0
5,2,2,2,2,2,2,1,2
6,0,1,1,5,6,6,1,0
7,1,1,1,5,6,6,1,0
8,2,2,2,2,2,1,2,1
9,1,3,4,5,5,5,1,3
10,1,3,4,5,5,5,1,3
11,1,3,4,5,5,5,1,3
12,2,2,2,2,2,2,1,2
13,2,3,4,5,5,5,1,3
14,2,2,2,5,5,5,1,2
15,2,2,2,2,2,2,1,2
16,2,2,2,2,2,2,1,2
17,2,2,2,2,2,2,1,2
18,2,2,2,2,2,2,1,2
19,2,2,2,2,2,2,1,2
20,2,2,2,2,2,2,1,2
21,2,2,2,2,2,2,1,2
22,2,2,2,2,2,2,1,2
23,1,3,3,3,3,3,3,1
24,0,3,3,3,3,3,3,4
25,1,1,1,1,1,3,3,1
26,0,3,3,3,3,3,3,4
27,1,1,1,1,1,1,2,5
28,1,1,1,1,1,1,2,5
29,1,1,1,1,1,1,2,5
30,2,1,1,1,1,1,1,1
31,0,3,3,3,3,7,1,0
32,2,3,3,3,3,7,1,0
33,2,2,2,2,2,2,1,2
34,1,1,1,1,1,1,2,1
35,1,1,4,4,1,1,2,1
36,1,1,1,1,1,1,2,1
37,1,1,1,1,1,1,2,1
38,2,2,2,2,2,0,3,0
39,1,1,1,1,1,1,2,1
40,2,2,2,5,6,7,3,4
41,2,0,3,5,6,7,3,4
42,2,2,2,5,6,7,3,4
43,2,3,3,3,3,3,3,4
44,1,1,1,1,1,1,2,5
45,1,1,1,1,1,1,2,5
46,1,1,1,1,1,1,2,5
47,1,1,1,1,1,1,2,5
48,1,1,1,1,1,1,2,5
49,1,1,1,1,1,1,2,5
50,2,3,3,3,3,3,3,4
51,1,1,1,1,1,1,2,5
52,1,1,1,1,1,1,2,5
53,1,1,1,1,1,1,2,5
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.06735812339233088,0.09409113468578548,0.09870740237330126,0.1270726543831529,0.12543080074185597,0.13108499221745204,0.1478721675401559,0.10174335515424562
NMI,0.36864910746322904,0.38158667737319413,0.40175905069729106,0.5141561358778185,0.55523285214900353,0.72945789371521497,1.0,0.60227061481578137
