,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,1,1,4,5,5,5,5,5,5
1,0,3,3,5,5,5,5,5,9
2,0,0,4,5,5,5,5,5,5
3,2,2,4,4,4,4,4,4,4
4,1,1,4,5,5,5,5,5,5
5,2,2,2,2,2,2,2,2,2
6,0,0,4,5,5,3,4,9,9
7,2,2,2,4,6,6,6,9,9
8,1,2,4,4,6,6,6,6,6
9,0,0,4,4,4,4,4,4,4
10,2,3,3,3,3,3,3,3,10
11,2,2,2,2,2,2,2,2,2
12,2,2,2,2,2,2,2,2,2
13,2,3,3,3,3,3,3,3,10
14,0,0,4,4,4,4,4,4,4
15,2,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2,2
20,2,2,2,2,2,2,2,2,2
21,2,2,2,4,6,6,6,6,6
22,99,99,99,99,99,99,99,99,99
23,1,1,4,4,4,4,4,1,4
24,99,99,99,99,99,99,99,99,99
25,1,3,3,3,3,3,3,3,10
26,2,2,2,2,2,2,2,2,2
27,2,2,2,2,2,2,2,2,2
28,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1
30,0,3,3,3,3,3,3,9,3
31,0,3,3,3,3,3,3,3,3
32,0,3,3,3,3,3,3,3,10
33,2,3,3,3,3,3,3,9,3
34,2,3,3,3,3,3,3,3,3
35,0,0,4,5,5,5,5,5,5
36,1,1,1,4,6,6,6,6,6
37,2,3,3,2,4,4,8,8,8
38,2,2,2,2,4,4,8,8,8
39,1,1,1,1,1,1,1,1,1
40,1,1,1,1,1,1,1,1,1
41,0,0,0,0,0,7,7,7,7
42,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,1
44,1,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1,1
46,1,1,1,1,1,1,1,1,1
47,2,3,3,4,4,6,8,8,8
48,1,1,1,1,1,1,1,1,1
49,1,3,1,1,1,1,1,1,1
50,0,0,0,0,0,7,7,7,7
51,1,1,1,1,1,1,1,1,1
52,1,1,1,1,1,1,1,1,1
53,1,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
