,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,3,3,3,3,3,3,3,3,0,0
1,1,1,4,4,5,5,5,5,6,1,1
2,1,3,3,3,3,3,3,3,3,0,1
3,0,1,4,5,5,5,5,5,5,0,2
4,2,3,3,3,3,3,3,3,3,0,0
5,1,1,1,1,1,1,1,1,1,0,1
6,1,1,1,1,1,1,1,1,1,1,3
7,1,3,3,3,1,7,7,7,7,0,4
8,0,0,0,0,1,7,7,7,7,0,4
9,2,3,4,4,4,4,4,4,4,2,5
10,1,1,4,3,1,1,4,1,1,0,1
11,1,3,3,3,3,3,3,3,3,0,0
12,1,1,1,1,1,1,1,1,1,0,1
13,1,1,1,1,1,1,1,1,1,1,3
14,1,1,4,1,1,1,5,5,5,0,1
15,1,1,1,1,1,1,1,1,1,1,3
16,1,1,1,1,1,1,1,1,1,0,1
17,1,1,1,1,1,1,1,1,1,0,1
18,1,1,1,1,1,1,1,1,1,1,3
19,0,0,0,5,3,7,8,8,8,2,4
20,1,1,1,1,1,1,1,1,1,1,3
21,1,1,1,1,1,1,1,1,1,1,3
22,1,1,1,1,1,1,1,1,1,1,3
23,0,1,4,5,5,5,5,5,5,0,2
24,2,2,2,5,5,5,5,2,2,3,6
25,1,1,3,3,3,3,3,3,3,0,1
26,0,3,1,1,5,5,7,9,9,1,2
27,0,0,0,5,5,7,8,8,8,2,4
28,1,2,2,2,1,2,2,1,1,3,1
29,2,2,2,2,2,2,2,2,10,3,4
30,0,0,4,4,4,4,4,4,4,2,5
31,0,1,4,4,4,4,4,4,4,2,5
32,2,2,4,4,4,4,4,4,4,2,5
33,0,0,4,4,4,4,4,4,4,2,5
34,2,2,0,0,0,0,0,0,10,3,4
35,1,3,3,3,3,3,3,3,3,0,0
36,2,2,2,2,2,2,7,7,7,3,4
37,1,1,1,0,1,6,8,9,9,3,4
38,2,2,2,2,2,2,2,6,10,3,4
39,2,2,2,2,2,2,2,2,2,3,4
40,2,2,2,2,6,6,6,6,6,3,4
41,0,0,1,1,6,6,6,6,6,3,4
42,2,2,2,2,6,6,6,6,6,3,4
43,2,2,2,5,6,6,6,6,6,3,4
44,2,2,2,2,2,2,2,2,2,3,6
45,2,3,3,5,5,5,5,2,2,1,2
46,2,2,2,2,2,2,2,2,2,3,6
47,1,1,0,0,2,2,2,9,9,3,4
48,2,2,2,2,2,2,2,2,2,3,4
49,2,2,2,2,2,2,2,2,2,3,6
50,2,2,2,2,2,2,2,2,2,3,6
51,2,2,2,2,2,2,2,2,2,3,6
52,2,3,3,3,3,3,3,3,3,3,4
53,2,2,3,3,2,2,2,9,9,3,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.06700769364461259,0.08436328306068228,0.10191010856932975,0.10299332265108035,0.10350266390094652,0.1093163503909496,0.10123029163758816,0.10430478974162288,0.10042060305402735,0.13022626607198065,0.09092058584537632
NMI,0.31762395308946262,0.40510790198145913,0.44725646158965732,0.48118786436496619,0.48172956786600729,0.58513952993810714,0.51798130308328139,0.51713463096386658,0.51062193065492911,1.0,0.59307375889539449
