,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,4,5,6,6,6,6,3,6,6,1,0
1,0,0,0,2,5,5,5,5,5,5,5,0,1
2,1,1,1,1,1,7,1,7,7,7,7,1,2
3,1,1,1,1,1,1,1,7,7,7,7,1,2
4,0,0,4,5,6,6,6,6,10,6,6,1,0
5,1,3,3,5,6,6,6,6,10,10,10,2,0
6,0,0,2,2,5,5,5,5,5,5,5,0,1
7,1,1,1,5,5,5,5,5,5,5,5,0,1
8,0,2,2,5,2,2,6,6,6,11,11,3,4
9,1,1,1,1,1,7,7,7,7,7,7,1,2
10,1,1,1,1,1,7,1,7,7,7,7,1,2
11,2,2,2,2,2,2,2,6,6,2,2,3,4
12,2,3,3,5,6,6,6,8,10,10,10,2,0
13,1,1,1,5,1,7,1,7,7,7,7,1,2
14,1,1,1,1,1,7,1,7,7,7,7,1,2
15,2,3,3,3,3,3,3,3,3,3,3,2,0
16,2,3,3,3,3,3,3,3,10,10,10,2,0
17,0,3,3,3,3,3,3,6,10,10,10,2,0
18,2,3,3,3,3,3,3,3,3,3,3,2,0
19,2,3,3,3,3,3,3,3,3,10,10,2,0
20,1,3,3,3,3,3,3,3,3,3,3,2,0
21,0,0,0,2,5,5,5,5,5,5,5,0,3
22,1,0,4,4,3,3,3,3,3,3,3,2,0
23,1,1,1,5,1,7,1,7,7,7,7,1,2
24,1,2,4,4,4,4,4,4,4,4,4,4,2
25,1,1,1,1,1,1,7,1,1,1,1,1,2
26,0,0,4,4,4,4,4,4,4,4,4,4,5
27,0,2,2,2,2,2,2,6,6,10,12,3,3
28,2,2,2,5,6,6,6,6,6,11,11,3,4
29,2,2,2,2,2,2,2,6,6,11,2,3,4
30,1,1,1,1,1,1,7,1,1,1,1,1,6
31,1,1,1,1,1,1,7,1,1,1,1,1,6
32,1,1,1,1,1,1,7,1,1,1,1,1,6
33,1,1,1,1,1,1,7,1,1,1,1,1,6
34,0,0,0,0,0,0,0,2,2,0,12,3,3
35,2,2,2,5,6,6,6,6,6,11,6,3,4
36,2,2,2,2,2,2,2,8,6,11,11,3,3
37,2,2,2,2,2,2,2,2,2,2,2,3,3
38,2,2,3,2,2,2,2,2,2,2,2,3,3
39,2,2,2,2,2,2,8,8,10,11,11,3,3
40,0,0,0,0,0,7,8,8,8,8,8,3,3
41,1,0,0,0,0,0,8,8,8,8,8,3,3
42,1,1,3,2,1,7,8,8,8,8,8,3,3
43,2,3,4,4,4,4,4,9,9,9,9,4,3
44,2,2,2,2,2,2,2,2,6,2,2,3,4
45,0,2,4,4,4,4,4,4,4,4,4,4,5
46,2,2,4,4,2,2,2,2,2,2,2,2,4
47,2,2,2,2,2,2,2,9,9,11,11,3,3
48,2,2,4,4,4,4,4,4,4,4,4,4,5
49,2,2,2,2,2,2,2,2,2,2,2,3,4
50,2,2,2,2,2,2,2,2,2,2,2,3,4
51,1,1,4,4,4,7,1,7,7,7,7,4,2
52,2,3,3,3,3,5,7,9,9,9,9,3,3
53,2,3,3,3,4,5,5,9,9,9,9,4,3
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09744099972934758,0.13397399354253617,0.13403791945534663,0.13928371949072987,0.15314261830160378,0.13391490185386457,0.13657928235776326,0.13598711638452055,0.12917865531403244,0.13540319392559794,0.13120920249611165,0.19024634278104954,0.14413056097415355
NMI,0.25678831752298814,0.4472782581426572,0.61324237989380714,0.57686296890512589,0.71442334283686126,0.61879970802798023,0.64238824282713081,0.6161407075919928,0.64599694214944359,0.68831260603648714,0.68945093638343513,1.0,0.65410213360573444
