,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,2,2,2,5,5,5,5,5,5,5,1,
1,0,0,0,0,0,7,7,7,7,7,1,
2,2,3,3,5,5,5,5,5,5,5,1,
3,0,3,3,3,3,3,3,3,3,3,0,
4,2,2,2,5,5,5,5,5,5,5,1,
5,0,0,0,0,0,0,0,9,9,9,3,
6,0,0,0,0,0,7,7,7,7,7,1,
7,0,0,4,4,4,4,4,4,4,4,3,
8,0,3,4,4,4,4,4,4,4,4,3,
9,0,3,3,3,3,3,3,3,3,3,0,
10,0,3,3,3,3,3,3,9,9,9,3,
11,1,1,4,4,4,4,4,9,9,9,3,
12,0,0,4,4,4,4,4,9,9,9,3,
13,2,3,3,3,3,3,3,3,3,3,0,
14,2,2,2,2,2,2,3,3,3,3,0,
15,2,2,2,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,0,11,0,
20,2,2,2,2,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,2,2,2,2,0,
22,99,99,99,99,99,99,99,99,99,99,99,
23,1,3,3,3,3,3,3,3,3,3,0,
24,1,1,1,1,1,1,1,1,1,1,7,
25,1,1,1,1,1,1,1,1,1,1,7,
26,2,2,2,2,2,2,2,2,2,2,0,
27,2,2,2,2,2,2,2,2,2,11,0,
28,1,1,1,1,6,6,6,6,6,6,7,
29,1,1,1,1,1,1,1,1,1,1,7,
30,1,3,3,3,6,6,8,8,8,8,7,
31,0,0,0,0,0,0,0,0,0,0,0,
32,0,3,3,3,6,7,8,8,8,8,7,
33,1,1,1,1,1,1,1,1,1,1,7,
34,1,1,1,1,1,1,8,8,8,8,7,
35,2,2,2,5,5,5,5,5,5,5,1,
36,0,3,4,4,4,4,4,4,4,4,3,
37,0,0,3,3,0,7,7,7,10,10,1,
38,1,1,1,1,1,1,1,1,1,1,7,
39,1,1,1,1,1,1,1,1,1,1,7,
40,1,1,1,5,6,6,6,6,6,6,7,
41,1,1,1,1,1,1,1,1,1,1,7,
42,99,99,99,99,99,99,99,99,99,99,99,
43,1,1,1,5,6,6,6,6,6,6,7,
44,99,99,99,99,99,99,99,99,99,99,99,
45,99,99,99,99,99,99,99,99,99,99,99,
46,1,1,1,1,1,1,1,1,1,1,7,
47,0,0,0,0,0,7,7,7,10,10,1,
48,1,1,1,1,1,1,1,1,1,1,7,
49,1,1,1,1,6,6,6,6,6,6,7,
50,1,1,1,1,1,1,1,1,1,1,7,
51,1,1,1,1,1,1,1,1,1,1,7,
52,1,1,1,1,1,1,1,1,1,1,7,
53,1,1,1,1,1,1,1,1,1,1,7,
54,1,3,1,5,6,6,6,6,6,6,7,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.17555868270471914,0.1734158838810945,0.18477788473094986,0.17376264004089575,0.18513328997748743,0.18095629904877833,0.17199688233011026,0.17174229333904797,0.16555327701362882,0.15994627759281735,0.20349413838925107,
NMI,0.52533791983850731,0.48892409853558338,0.60363480474701248,0.61542927130626568,0.73591620540875002,0.73649083799792414,0.74260495322510545,0.77972294170064393,0.76389348686254421,0.75387073626159251,1.0,
Silhoutte,0.14183179,0.14593079,0.1748815,0.18770091,0.22624994,0.22068783,0.22924644,0.25130217,0.29123454,0.30378184,0.17349351,
