,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,1,2,2,5,5,5,5,5
1,1,2,2,5,5,5,5,5
2,1,2,2,5,5,5,5,5
3,2,2,4,2,2,2,2,2
4,1,3,3,5,5,5,5,5
5,2,3,4,2,2,2,2,2
6,2,1,4,2,2,2,2,2
7,2,3,4,2,2,2,2,2
8,2,3,3,3,3,7,7,7
9,1,2,2,5,5,5,5,5
10,1,3,1,1,6,6,6,6
11,2,3,3,3,3,3,3,3
12,2,3,3,2,2,2,2,2
13,2,1,4,2,2,2,2,2
14,2,1,1,2,2,1,8,8
15,2,3,3,3,3,3,3,3
16,2,3,3,3,3,3,3,3
17,2,3,3,3,3,3,3,3
18,2,3,3,3,3,3,3,3
19,2,3,3,3,3,3,3,3
20,2,3,3,3,3,3,3,3
21,1,2,2,5,5,5,5,5
22,2,3,3,3,3,3,3,3
23,2,2,4,2,2,2,2,2
24,1,2,1,1,6,6,6,6
25,0,2,0,0,0,7,8,8
26,2,3,3,3,6,7,3,3
27,1,1,1,1,1,1,1,1
28,1,1,4,4,4,4,4,4
29,1,1,1,1,1,1,1,1
30,2,1,4,4,4,4,4,4
31,2,1,4,4,4,4,4,4
32,2,2,4,4,4,4,4,4
33,2,1,4,4,4,4,4,4
34,1,1,1,1,1,1,1,1
35,1,1,1,1,1,1,1,1
36,1,2,2,5,5,5,5,5
37,1,2,2,5,5,5,5,5
38,1,1,1,1,1,1,1,1
39,0,3,3,3,3,3,3,3
40,1,1,1,5,6,6,6,9
41,1,2,1,1,6,6,6,6
42,2,1,1,2,6,6,6,9
43,2,3,3,2,6,6,6,9
44,1,1,1,1,1,1,1,1
45,2,3,3,2,2,7,7,2
46,1,1,1,1,1,1,1,1
47,1,1,1,1,1,1,1,1
48,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1
51,1,2,1,1,1,1,7,7
52,1,2,2,5,5,5,5,5
53,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
