,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,0,3,3,3,3,3,3,1,0
1,0,3,3,3,3,3,3,1,0
2,0,3,3,3,3,3,3,1,0
3,2,2,4,5,5,5,5,1,1
4,1,3,3,3,3,3,3,1,0
5,1,1,1,1,1,1,1,0,1
6,0,3,3,3,3,7,3,1,2
7,1,1,1,1,5,5,5,1,1
8,1,2,2,2,6,6,6,4,3
9,1,1,1,5,5,5,5,1,1
10,1,1,1,5,5,5,5,1,1
11,0,0,0,0,0,0,0,1,2
12,1,1,1,1,1,1,1,0,1
13,1,1,1,1,5,5,1,0,4
14,1,1,1,1,1,1,1,0,5
15,1,1,1,1,1,1,1,0,5
16,2,3,3,1,1,1,8,0,2
17,1,1,1,1,1,1,1,0,5
18,1,1,1,1,1,1,1,0,5
19,1,1,1,1,1,1,1,0,5
20,1,1,1,1,1,1,1,0,5
21,1,1,1,1,1,1,1,0,5
22,1,1,1,1,1,1,1,0,5
23,0,0,0,5,5,5,5,1,2
24,2,2,2,5,5,7,7,4,4
25,99,99,99,99,99,99,99,99,99
26,1,1,1,5,6,7,7,0,4
27,1,1,1,1,1,1,1,0,5
28,1,2,1,4,4,4,4,4,1
29,2,2,2,2,2,2,2,4,4
30,2,2,4,4,4,4,4,4,6
31,2,2,4,4,4,4,4,4,6
32,2,2,4,4,4,4,4,4,6
33,2,2,4,4,4,4,4,4,6
34,2,2,2,2,2,2,2,4,3
35,1,3,3,3,3,3,3,1,1
36,2,2,2,2,6,6,6,4,3
37,99,99,99,99,99,99,99,99,99
38,0,3,3,5,5,7,8,0,2
39,1,0,0,0,5,7,0,4,2
40,2,2,2,2,2,2,2,4,3
41,2,2,2,2,2,2,2,4,3
42,99,99,99,99,99,99,99,99,99
43,2,2,2,5,2,7,7,4,4
44,2,2,2,2,2,2,2,4,4
45,99,99,99,99,99,99,99,99,99
46,2,2,2,2,2,2,2,4,4
47,99,99,99,99,99,99,99,99,99
48,2,2,2,2,6,6,6,4,3
49,2,2,2,2,2,2,2,4,4
50,2,2,2,2,2,2,2,4,4
51,2,2,2,2,2,2,2,4,4
52,1,1,1,1,1,5,5,1,1
53,2,2,2,2,2,2,2,4,4
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.11793137032148931,0.14184991151142018,0.13882352463909636,0.13686630517718623,0.1267657375098224,0.12461832742583302,0.12254919330742568,0.15300071208841795,0.10279984448938377
NMI,0.42059540964935016,0.59463944282329495,0.50556859845163904,0.57276239314089283,0.56214581260292806,0.62226741670718166,0.68490538771584242,1.0,0.48559169949064551
