,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,0,4,4,5,6,8,2,6,11
1,1,3,4,4,6,7,6,9,9,9
2,0,0,0,5,5,7,8,2,6,11
3,1,3,3,3,6,6,6,6,7,7
4,1,1,4,4,5,6,8,2,6,11
5,1,1,1,2,1,6,6,6,7,7
6,1,3,4,4,6,6,6,9,9,9
7,1,1,1,1,1,6,6,6,7,7
8,0,0,0,5,4,5,5,5,5,8
9,2,3,4,4,6,7,6,7,7,6
10,1,1,1,1,1,6,6,6,7,7
11,0,0,0,5,4,5,7,7,10,10
12,1,1,1,1,1,1,1,1,1,1
13,1,3,3,3,3,3,3,3,3,3
14,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,6,6,6,7,7
17,1,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1,1
21,1,1,4,1,6,6,6,9,9,9
22,1,1,1,1,1,1,1,1,1,1
23,2,2,2,2,2,2,2,8,8,7
24,2,3,3,3,3,3,3,3,3,3
25,2,3,4,4,6,6,6,7,7,6
26,2,3,3,3,3,3,3,3,3,3
27,2,2,2,2,2,6,2,8,2,2
28,2,2,2,2,2,6,6,6,7,7
29,2,2,2,2,2,2,2,8,2,2
30,1,3,4,4,6,7,7,7,9,6
31,0,0,0,0,0,7,7,7,5,6
32,1,3,4,4,6,7,7,7,9,6
33,2,3,4,4,6,7,7,7,7,6
34,2,2,2,2,2,6,4,4,2,6
35,2,2,2,2,5,2,8,2,6,11
36,2,2,2,2,2,6,5,6,7,8
37,1,0,0,5,4,5,5,5,5,5
38,1,1,4,4,6,0,0,0,5,5
39,2,2,4,4,2,4,2,8,8,2
40,2,2,4,4,2,4,4,4,4,4
41,1,0,4,4,4,4,4,4,4,4
42,2,2,4,4,2,4,4,4,4,4
43,2,3,3,3,3,3,3,3,3,3
44,2,2,2,2,2,2,2,8,2,2
45,2,3,3,3,3,3,3,3,3,3
46,2,2,2,2,2,2,2,8,2,2
47,1,0,1,5,4,5,5,5,5,8
48,1,2,2,5,4,5,2,8,10,10
49,2,2,2,2,2,2,2,8,2,2
50,2,3,3,3,3,3,3,3,3,3
51,2,2,2,2,2,2,2,8,2,2
52,0,0,1,5,4,7,7,7,10,10
53,2,2,2,2,2,2,2,8,2,2
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
