,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,3,1,4,5,5,8,8,8,0,0
1,1,1,4,1,4,4,5,5,5,0,1
2,1,1,1,1,1,1,1,1,1,0,1
3,1,1,4,5,6,4,5,5,5,3,1
4,1,3,4,4,5,5,8,8,8,0,0
5,1,1,1,1,1,1,1,1,1,0,2
6,1,1,1,1,1,1,1,1,1,0,3
7,1,1,1,1,1,1,1,1,1,0,4
8,2,2,2,2,2,2,2,2,2,2,4
9,0,3,3,3,3,3,3,3,3,1,5
10,1,1,1,1,1,1,1,1,1,0,2
11,1,1,1,4,5,5,8,8,8,0,4
12,1,1,1,1,1,1,1,1,1,0,2
13,1,1,1,1,1,1,1,1,1,0,3
14,1,1,1,5,6,1,5,5,5,0,1
15,1,1,1,1,1,1,1,1,1,0,3
16,1,1,1,1,1,1,1,1,1,0,2
17,1,1,1,1,1,1,1,1,1,0,2
18,1,1,1,1,1,1,1,1,1,0,3
19,0,0,0,5,6,7,7,7,7,1,6
20,1,1,1,1,1,1,1,1,1,0,3
21,1,1,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,1,1,0,3
23,1,3,4,5,6,4,5,5,5,3,1
24,2,2,4,5,4,4,5,5,5,3,7
25,1,1,1,1,1,1,1,1,1,0,1
26,0,0,4,4,4,4,4,4,4,3,8
27,0,0,0,5,6,7,7,7,7,1,6
28,2,2,2,2,2,2,2,2,2,2,2
29,2,2,2,2,2,2,2,9,9,2,4
30,2,3,3,3,3,3,3,3,3,1,5
31,0,3,3,3,3,3,3,3,3,1,5
32,2,3,3,3,3,3,3,3,3,1,5
33,0,3,3,3,3,3,3,3,3,1,5
34,2,2,2,2,2,2,2,9,9,2,6
35,1,1,1,4,5,5,8,8,8,0,4
36,2,2,2,2,2,2,2,9,2,2,6
37,1,3,0,1,1,2,6,2,10,2,6
38,2,2,2,2,2,2,2,2,2,2,6
39,2,2,2,2,2,2,2,2,2,2,7
40,2,2,2,2,2,2,2,2,6,2,7
41,0,0,0,1,5,6,6,6,6,2,6
42,2,2,2,2,2,6,6,6,6,2,7
43,0,2,4,5,6,6,6,6,6,2,6
44,2,2,2,2,2,2,2,2,2,2,7
45,0,2,4,5,4,4,4,4,4,3,8
46,2,2,2,2,2,2,2,2,2,2,7
47,2,3,2,2,2,2,2,2,10,2,6
48,2,2,2,2,2,2,2,2,2,2,7
49,2,2,2,2,2,2,2,2,2,2,7
50,2,2,4,2,4,4,4,4,4,2,7
51,2,2,2,2,2,2,2,2,2,2,7
52,2,2,2,2,2,2,8,2,9,2,4
53,2,2,2,2,2,2,2,2,10,2,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.08306583435347184,0.08726949453798646,0.09493303597022239,0.08516207408908218,0.08700283619927399,0.10080870232412065,0.08960869633322091,0.08435653775055475,0.08285341310747985,0.11488484994097756,0.05550566866137179
NMI,0.58652746395752775,0.58750237313921172,0.75566093238715359,0.65842336462263984,0.61600077290584632,0.77884235751547493,0.7164979409606449,0.72886134610793563,0.70140337259474295,1.0,0.53942241154173931
