,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,4,4,4,4,4,4,4,4,4,2,0
1,0,0,4,4,4,7,8,8,8,8,8,1,1
2,0,3,4,4,4,4,4,4,4,4,4,2,0
3,1,3,3,3,3,3,3,3,5,5,5,1,2
4,0,2,4,4,4,4,4,4,4,4,4,2,0
5,0,0,0,0,6,6,6,6,6,11,11,0,2
6,1,1,4,4,4,7,8,8,8,8,8,1,1
7,1,3,4,4,4,7,8,8,8,8,8,1,1
8,0,0,0,5,6,6,6,6,6,6,6,3,3
9,1,3,3,5,3,3,3,3,3,3,3,1,2
10,2,3,3,5,3,3,3,3,3,3,3,1,2
11,0,1,1,3,6,7,7,7,7,7,7,0,2
12,0,0,0,0,6,6,0,0,10,11,11,0,2
13,1,3,3,5,3,3,3,3,10,10,12,0,2
14,2,2,2,2,2,2,2,2,2,2,2,0,2
15,2,2,2,2,2,2,2,2,2,2,2,0,4
16,1,1,1,1,1,7,7,7,7,10,7,3,5
17,2,2,2,2,2,2,2,2,2,2,2,0,4
18,2,2,2,2,2,2,2,2,2,2,2,0,4
19,2,2,2,2,2,2,2,2,2,2,2,0,4
20,2,2,2,2,2,2,2,2,2,2,2,0,4
21,2,2,2,2,2,2,2,2,2,2,2,0,2
22,2,2,2,2,2,2,2,2,2,2,2,0,4
23,1,3,3,5,3,3,3,3,3,3,3,1,2
24,0,3,3,5,3,3,3,3,3,3,3,1,2
25,0,3,3,3,5,5,5,5,5,5,5,0,2
26,2,2,2,5,3,3,2,3,10,10,12,0,2
27,0,0,0,3,5,5,5,9,9,9,9,1,3
28,1,1,1,1,5,1,1,1,1,1,1,3,5
29,1,1,1,1,1,1,1,1,1,1,1,3,5
30,2,3,3,3,5,5,5,9,9,9,9,1,3
31,2,3,3,3,5,5,5,5,5,5,3,1,3
32,2,3,3,3,5,5,5,5,5,5,5,1,3
33,2,3,3,3,5,5,5,5,5,5,5,1,3
34,2,1,1,3,5,1,5,1,1,1,1,3,3
35,1,3,4,4,4,4,4,4,4,4,4,2,0
36,1,1,3,5,6,6,6,6,6,6,6,3,3
37,1,1,1,1,1,1,6,6,10,10,10,3,3
38,1,3,3,1,1,1,6,1,1,6,6,3,3
39,1,1,1,1,1,7,7,7,1,1,1,3,5
40,1,1,1,1,1,1,1,9,9,1,1,3,3
41,1,1,1,1,1,1,1,1,1,1,1,3,5
42,1,1,1,1,1,1,1,1,1,1,1,3,5
43,0,3,3,5,3,3,3,3,3,3,12,1,3
44,1,1,1,1,1,1,1,1,1,1,1,3,5
45,0,2,2,0,0,7,7,7,7,7,7,0,2
46,1,1,1,1,1,1,1,1,1,1,1,3,5
47,1,1,1,1,1,6,6,6,10,10,10,3,5
48,1,1,1,1,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,1,1,1,1,3,5
50,1,1,1,1,1,1,1,1,1,1,1,3,5
51,1,1,1,1,1,1,1,1,1,1,1,3,5
52,1,1,1,1,1,1,1,1,1,1,1,3,3
53,1,1,1,1,1,1,1,1,1,1,1,3,5
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09953415548689272,0.1691393813940728,0.18962068543056587,0.1875039220391798,0.19906814269052864,0.18297426594803012,0.17871174601922094,0.17574342599405499,0.16749045484209765,0.16975066311987652,0.17058574723282144,0.22627425615811614,0.1644296750155974
NMI,0.29521416868313993,0.48906296723466408,0.59855760709467187,0.59809292411842441,0.59989135262515625,0.6082059497468113,0.62803798919050369,0.61676724485752432,0.63942284360572577,0.69664357595360915,0.68301215661406089,1.0,0.64591624802153014
