,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,1,4,4,4,4,4,4,4,4,0,0
1,0,0,0,5,5,5,5,5,5,5,1,1
2,0,3,3,3,3,3,3,3,3,3,3,2
3,2,3,3,3,3,3,3,3,3,3,3,2
4,0,0,4,4,4,4,4,4,4,4,0,0
5,2,2,2,2,2,2,2,2,2,2,2,3
6,0,0,0,5,5,5,5,5,5,5,1,1
7,0,0,4,5,5,5,5,5,5,5,1,1
8,0,0,1,5,5,5,5,2,10,11,5,4
9,0,3,3,3,3,3,3,3,3,3,3,2
10,2,2,4,4,2,2,2,2,2,2,2,3
11,2,2,2,2,2,2,2,2,2,2,2,5
12,2,2,2,2,2,2,2,2,2,2,2,3
13,2,2,2,2,2,3,3,3,3,3,2,2
14,0,0,1,1,5,7,7,7,7,7,4,6
15,2,2,2,2,2,2,2,9,9,9,2,3
16,1,1,1,1,1,1,1,1,1,1,5,4
17,2,2,2,2,2,2,2,9,2,2,2,3
18,2,2,2,2,2,2,2,9,9,9,2,3
19,2,2,2,2,2,2,2,9,2,2,2,6
20,2,2,2,2,2,2,2,9,9,9,2,3
21,2,2,2,2,2,2,2,2,2,2,2,3
22,2,2,2,2,2,2,2,9,9,9,2,3
23,0,3,3,3,3,3,3,3,3,3,3,2
24,2,2,4,4,5,7,7,7,7,7,4,6
25,0,0,0,0,5,7,7,7,7,7,4,6
26,0,0,0,4,0,0,0,9,9,9,2,6
27,1,1,1,1,1,1,1,2,2,2,2,5
28,2,2,1,1,1,1,1,2,2,2,2,5
29,1,1,1,1,1,1,1,1,1,1,5,5
30,0,3,3,3,3,3,3,3,3,3,3,2
31,1,3,4,3,3,3,8,8,8,8,3,7
32,0,3,3,3,3,3,8,8,8,8,3,7
33,1,3,4,4,6,6,8,8,8,8,3,7
34,1,1,1,1,1,1,1,1,1,1,5,6
35,0,0,0,4,4,4,4,4,4,4,0,0
36,1,1,1,1,1,1,1,1,10,11,5,4
37,0,3,3,3,6,6,5,5,5,10,5,6
38,1,1,1,1,1,1,1,1,1,1,5,4
39,1,1,1,1,1,1,1,1,1,1,5,4
40,1,1,4,4,6,6,6,6,6,6,5,8
41,0,0,0,0,6,6,6,6,6,6,5,6
42,2,2,4,4,6,6,6,6,6,6,5,8
43,1,1,4,4,6,6,6,6,6,6,5,8
44,1,1,1,1,6,6,6,6,6,6,5,8
45,1,1,1,1,1,1,1,1,1,1,5,4
46,1,1,1,1,1,1,1,1,1,1,5,4
47,0,3,0,3,6,6,6,5,5,10,5,6
48,1,1,1,1,1,1,1,1,1,1,5,4
49,1,1,1,1,1,1,1,1,1,1,5,4
50,1,3,4,4,3,5,8,8,8,8,3,7
51,1,1,1,1,1,1,1,1,1,1,5,4
52,1,1,1,1,1,1,1,1,1,1,5,4
53,1,1,1,1,1,1,1,1,1,1,5,4
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.12477215077882674,0.12607680807997257,0.10896346914975115,0.12452930754272022,0.15167278204512613,0.14477494304475408,0.14649108871415706,0.1415072546488483,0.14193077750972766,0.14221170104028058,0.17132447093006797,0.12731005375410354
NMI,0.39636269734760154,0.58905746384427227,0.47460046324022498,0.54418599107572907,0.74388348643435942,0.71425612560245522,0.74372645073248145,0.75339217337461939,0.76944421302892196,0.79263294455713251,1.0,0.69915333413928615
