,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,2,4,4,4,4,4,5,0
1,1,1,1,1,6,1,8,2,1
2,1,1,4,4,4,4,4,5,0
3,1,1,1,5,6,1,8,2,2
4,2,2,4,4,4,4,4,5,0
5,1,1,1,1,1,1,1,2,3
6,1,1,1,1,6,6,8,2,1
7,1,1,1,5,6,6,8,2,1
8,1,1,2,2,6,6,8,2,3
9,0,0,4,5,5,5,5,2,4
10,1,1,1,1,1,1,1,2,2
11,99,99,99,99,99,99,99,99,99
12,1,1,1,1,1,1,1,2,2
13,1,1,4,1,5,1,1,2,5
14,1,1,1,1,1,1,1,2,2
15,1,1,1,1,1,1,1,2,2
16,1,1,1,1,5,5,7,2,3
17,1,1,1,1,1,1,1,2,2
18,1,1,1,1,1,1,1,2,2
19,1,1,1,1,1,1,1,2,2
20,1,1,1,1,1,1,1,2,2
21,1,1,1,1,1,1,1,2,2
22,99,99,99,99,99,99,99,99,99
23,0,3,4,5,5,5,5,2,4
24,0,3,4,5,5,5,5,2,4
25,0,0,4,4,6,6,6,2,4
26,1,1,1,1,1,1,1,2,5
27,2,2,2,2,2,2,2,3,6
28,2,2,2,2,2,2,2,3,6
29,2,2,2,2,2,2,2,3,6
30,0,3,3,3,3,3,3,3,7
31,0,3,3,3,3,3,3,3,7
32,2,3,3,3,3,7,7,3,8
33,0,3,3,3,3,3,3,3,7
34,99,99,99,99,99,99,99,99,99
35,0,0,4,4,4,4,4,5,0
36,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99
38,2,2,2,2,2,2,2,3,6
39,2,2,2,2,2,2,2,3,6
40,2,2,2,2,2,7,7,3,8
41,2,2,2,2,2,7,7,3,8
42,2,2,2,2,2,7,7,3,8
43,0,0,4,4,6,6,6,2,5
44,99,99,99,99,99,99,99,99,99
45,99,99,99,99,99,99,99,99,99
46,2,2,2,2,2,2,2,3,3
47,99,99,99,99,99,99,99,99,99
48,2,2,2,2,2,2,2,3,6
49,2,2,2,2,2,2,2,3,8
50,2,2,2,2,2,2,2,3,6
51,2,2,2,2,2,2,2,3,6
52,2,2,2,2,2,2,2,3,6
53,2,2,2,2,2,2,2,3,8
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.13252641323454112,0.12997889413803992,0.1424480890434234,0.13910940434150482,0.13269959245226312,0.11240139947833591,0.11526940978253492,0.15479078641358499,0.09367405456272353
NMI,0.52667227616248502,0.5418078470166241,0.6407285560805952,0.65592323294319199,0.74613610359399751,0.72279136877573391,0.65840785083562814,1.0,0.63010306886579082
