,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,2,2,2,2,2,2,2,0,0
1,2,2,2,2,2,2,2,2,0,0
2,2,2,2,2,2,2,2,2,0,0
3,0,3,3,3,3,3,3,3,4,1
4,2,2,2,2,2,2,2,2,0,2
5,0,0,2,2,0,0,8,8,0,2
6,2,2,2,2,2,2,2,2,0,0
7,2,2,2,2,2,2,2,2,0,0
8,0,0,4,4,6,6,6,6,1,2
9,0,3,3,3,5,5,5,5,4,1
10,2,2,2,2,2,7,7,7,0,2
11,1,1,1,1,6,7,7,7,8,2
12,2,2,2,2,2,2,2,2,0,0
13,0,3,3,5,5,5,5,5,1,1
14,2,1,3,5,5,5,5,5,1,1
15,1,1,4,4,4,4,4,4,1,3
16,0,0,4,4,6,7,7,7,1,2
17,1,1,4,4,4,4,4,4,1,3
18,1,1,4,4,4,4,4,4,1,3
19,2,2,4,4,4,4,4,4,1,3
20,1,1,4,4,4,4,4,4,1,3
21,1,1,4,4,4,4,4,4,1,3
22,99,99,99,99,99,99,99,99,99,99
23,0,0,0,5,5,5,5,5,8,1
24,1,1,1,5,5,5,5,5,8,1
25,99,99,99,99,99,99,99,99,99,99
26,2,2,0,5,5,5,5,5,1,1
27,1,1,1,1,1,7,7,1,8,4
28,1,1,1,1,1,1,1,1,8,4
29,1,1,1,1,1,1,1,1,8,4
30,0,3,3,3,3,3,3,3,4,1
31,0,3,3,3,3,3,3,3,4,1
32,1,3,3,3,3,3,3,3,4,1
33,1,1,1,1,1,1,1,1,8,4
34,99,99,99,99,99,99,99,99,99,99
35,2,2,2,2,2,2,2,2,0,2
36,1,1,1,1,6,6,6,6,8,2
37,1,1,4,4,4,4,8,8,8,5
38,1,1,1,1,4,1,8,8,8,5
39,1,1,1,1,1,1,1,1,8,4
40,1,1,1,1,1,1,1,1,8,4
41,99,99,99,99,99,99,99,99,99,99
42,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,8,4
44,1,1,1,1,1,1,1,1,8,4
45,1,1,1,1,1,7,1,1,8,4
46,0,3,3,2,4,4,8,8,8,5
47,99,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,1,8,4
50,1,1,1,1,1,1,1,1,8,4
51,1,1,1,1,1,1,1,1,8,4
52,1,1,1,1,1,1,1,9,8,4
53,1,1,1,1,1,1,1,1,8,4
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.12070564659004998,0.13221409398485243,0.20398496145652076,0.20155703897605526,0.18435868538842692,0.1748177752079782,0.17469480524813544,0.17951872285336293,0.22563058389770507,0.18142694428660794
NMI,0.44196996856265386,0.5391795882887358,0.75112241485193376,0.76690766202343919,0.64146683257867509,0.59000808402375338,0.61926990547554683,0.623343412136381,1.0,0.59496311384798295
