,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,1,1,1,1,1,1,1,1,0,0
1,0,0,2,2,2,7,8,8,8,0,1
2,1,1,1,1,1,1,1,1,1,0,0
3,1,1,1,5,5,5,5,5,5,0,0
4,0,0,1,1,1,1,1,1,1,0,0
5,1,1,1,1,1,1,1,1,1,0,0
6,1,1,2,2,2,7,8,8,8,0,1
7,0,0,0,5,5,7,7,9,9,0,2
8,0,0,0,0,6,2,2,9,9,2,2
9,1,3,3,5,5,3,3,3,3,1,0
10,1,1,1,5,5,5,7,7,5,0,0
11,1,1,1,1,1,1,1,1,1,0,0
12,1,1,1,5,5,5,7,5,5,0,0
13,1,1,1,5,5,5,5,5,5,0,0
14,2,2,4,4,4,4,4,4,4,0,1
15,1,1,4,4,4,4,4,4,4,0,1
16,1,1,1,1,1,4,4,4,4,0,0
17,1,1,4,4,4,4,4,4,4,0,1
18,1,1,4,4,4,4,4,4,4,0,1
19,0,0,4,4,4,7,7,7,7,0,1
20,1,1,4,4,4,4,4,4,4,0,1
21,1,1,1,4,1,4,4,4,8,0,0
22,1,1,4,4,4,4,4,4,4,0,0
23,1,1,1,5,5,5,5,5,5,0,0
24,1,1,1,5,5,5,5,5,5,0,0
25,1,1,1,5,5,5,5,5,5,0,0
26,1,1,1,1,1,1,1,1,8,0,0
27,0,2,2,2,2,7,7,7,7,0,3
28,0,3,3,3,3,3,3,3,3,1,4
29,2,2,2,2,2,7,7,7,2,2,3
30,2,3,3,3,3,3,3,3,3,1,4
31,2,3,3,3,3,3,3,3,3,1,4
32,2,3,3,3,3,3,3,3,3,1,4
33,2,3,3,3,3,3,3,3,3,1,4
34,2,3,3,3,3,3,3,3,3,1,4
35,2,2,1,1,1,1,1,1,1,0,0
36,2,2,2,2,2,2,2,2,10,2,2
37,0,1,0,0,0,0,8,9,6,2,2
38,2,2,2,2,2,2,2,2,10,2,2
39,2,2,2,2,2,2,2,2,10,2,2
40,2,2,2,2,6,6,6,6,2,2,2
41,0,1,1,1,6,6,6,6,2,2,2
42,2,2,2,2,6,6,6,6,2,2,2
43,2,2,2,2,2,6,6,6,2,2,3
44,2,2,2,2,2,6,6,6,2,2,3
45,2,2,2,2,2,6,6,6,2,2,3
46,2,2,2,2,2,2,2,2,10,2,3
47,1,1,1,5,5,0,8,9,6,2,2
48,2,2,2,2,2,6,6,6,2,2,3
49,2,2,2,2,2,2,2,2,2,2,3
50,2,2,2,2,2,2,2,5,10,2,3
51,0,0,0,0,2,5,5,5,10,2,2
52,1,1,1,1,1,1,1,1,1,0,0
53,2,2,2,2,2,2,2,2,10,2,2
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.109248938648562,0.14785095413985,0.14992759887677196,0.1460462372991812,0.14594195603739646,0.14733078449341241,0.14398705267805248,0.1421640249576373,0.14971925671406588,0.19592944485724897,0.14733917501924654
NMI,0.31926823818099354,0.53683784035123461,0.56012236005623228,0.50719619121454262,0.54369867576018782,0.61733841856329641,0.58032216729361641,0.56008425462278155,0.650150662370933,1.0,0.63860975441444567
