,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,0,3,3,4,6,6,0,0
1,1,1,1,1,5,5,5,1
2,0,3,4,4,6,6,0,0
3,0,3,3,3,3,3,1,2
4,0,3,4,4,6,6,0,0
5,2,2,2,2,6,6,0,0
6,2,2,2,2,2,7,4,3
7,0,0,4,4,4,4,4,4
8,2,2,4,2,4,4,4,4
9,1,3,3,3,3,3,1,2
10,1,3,3,3,3,3,1,2
11,1,1,1,4,6,6,0,0
12,1,1,4,4,6,6,0,0
13,1,3,3,3,3,3,1,2
14,1,3,3,3,3,3,1,2
15,1,3,3,3,3,3,1,2
16,2,2,2,2,2,2,4,5
17,2,2,2,2,2,2,4,5
18,2,2,2,2,2,2,4,5
19,2,2,2,2,2,2,4,5
20,2,2,2,2,2,2,4,5
21,2,2,2,2,2,2,4,5
22,99,99,99,99,99,99,99,99
23,0,3,3,3,3,3,1,3
24,2,2,2,2,2,2,4,5
25,99,99,99,99,99,99,99,99
26,2,3,3,3,3,7,1,3
27,1,1,1,5,5,5,5,1
28,1,1,1,5,5,5,5,1
29,1,1,1,5,5,5,5,1
30,1,1,1,5,5,5,5,6
31,1,1,1,5,5,5,5,6
32,1,1,1,5,5,5,5,6
33,1,1,1,5,5,5,5,1
34,2,2,2,2,2,2,4,1
35,0,3,4,4,6,6,0,0
36,2,2,4,4,4,4,4,4
37,1,1,4,1,1,1,5,7
38,1,1,4,1,1,1,5,7
39,1,1,4,1,1,1,5,7
40,1,1,4,1,1,1,5,7
41,1,1,4,1,1,1,5,7
42,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,5,7
44,1,1,1,1,1,1,5,7
45,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99
49,1,1,1,1,5,5,5,1
50,1,1,4,1,4,4,5,7
51,2,2,4,4,4,4,4,4
52,1,3,4,4,6,6,0,0
53,0,0,0,0,0,0,0,3
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.09154314515759165,0.1680646757877657,0.1547100496825976,0.19870041409613245,0.21206803112749778,0.2044492358113282,0.23004487337263615,0.17831614168939006
NMI,0.51022111478572563,0.71892282583633405,0.56519793290896669,0.76275259288485986,0.81994433103936204,0.7799543059081161,1.0,0.72258291265674446
