,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,3,3,5,5,5,5,5,5,0,0
1,0,0,4,5,5,5,5,9,9,0,0
2,0,3,3,5,5,5,5,5,5,0,0
3,2,3,3,3,3,3,3,3,3,1,1
4,1,3,3,5,5,5,5,5,5,0,0
5,2,2,2,2,2,2,2,2,2,1,2
6,1,1,3,0,5,5,0,9,9,0,0
7,2,2,2,3,6,6,6,9,9,5,2
8,1,3,2,3,6,6,6,6,6,5,3
9,0,3,3,3,3,3,3,3,3,1,1
10,2,1,4,4,4,4,4,4,4,0,1
11,2,2,2,2,2,2,2,2,2,1,2
12,2,2,2,2,2,2,2,2,2,1,2
13,2,3,4,4,4,4,4,4,4,0,1
14,0,3,3,3,3,3,3,3,3,1,1
15,2,2,2,2,2,2,2,2,2,1,2
16,2,2,2,2,2,2,2,2,2,1,2
17,2,2,2,2,2,2,2,2,2,1,2
18,2,2,2,2,2,2,2,2,2,1,2
19,2,2,2,2,2,2,2,2,2,1,2
20,2,2,2,2,2,2,2,2,2,1,2
21,2,3,2,3,6,6,6,6,6,5,3
22,99,99,99,99,99,99,99,99,99,99,99
23,1,3,3,3,3,3,3,3,3,4,4
24,99,99,99,99,99,99,99,99,99,99,99
25,1,3,4,4,4,4,4,4,4,0,5
26,2,3,3,3,3,3,3,3,3,1,1
27,2,2,2,2,2,2,2,2,2,1,2
28,1,1,1,1,1,1,1,1,1,4,4
29,1,1,1,1,1,1,1,1,1,4,4
30,2,2,4,4,4,4,4,4,10,0,1
31,0,0,4,4,4,4,4,4,10,0,1
32,0,0,4,4,4,4,4,4,4,0,1
33,2,2,4,4,4,4,4,4,10,0,5
34,2,2,4,4,4,4,4,4,10,0,5
35,0,3,3,5,5,5,5,5,5,0,0
36,1,3,4,3,6,6,6,6,6,5,3
37,2,2,4,2,5,5,8,8,8,4,6
38,2,2,2,2,3,5,8,8,8,4,6
39,1,1,1,1,1,1,1,1,1,4,4
40,1,1,1,1,1,1,1,1,1,4,4
41,0,2,0,0,0,7,7,7,7,4,6
42,99,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,1,4,4
44,1,1,1,1,1,1,1,1,1,4,4
45,1,1,1,1,1,1,1,1,1,4,4
46,1,1,1,1,1,1,1,1,1,4,4
47,2,3,4,3,3,3,8,8,8,5,6
48,1,1,1,1,1,1,1,1,1,4,4
49,1,1,4,4,4,4,4,4,4,0,5
50,0,0,0,0,0,7,7,7,7,4,6
51,1,1,1,1,1,1,1,1,1,4,4
52,1,1,1,1,1,1,1,1,1,4,4
53,1,1,1,1,1,1,1,1,1,4,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.0758921740692626,0.06636480617350751,0.1068583530130232,0.11201993295348127,0.12312617566208237,0.12543427788449538,0.12717747457323425,0.12444978128559908,0.11506098916903627,0.14632659825369765,0.12188482033196232
NMI,0.25592250581933501,0.29720148086710896,0.53007344686192404,0.65705098704135378,0.72297707766619712,0.72171680955659945,0.75700613217993284,0.72861387953410073,0.70769098928396823,1.0,0.6929474514066748
