,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,0,3,4,3,3,3,3,3,3
1,2,2,2,0,6,6,6,6,6
2,0,3,4,4,3,3,3,3,3
3,1,1,3,5,5,5,8,8,8
4,0,3,4,3,3,3,3,3,3
5,1,2,4,1,3,1,8,9,9
6,0,0,0,1,6,6,6,6,6
7,0,0,0,1,6,6,6,2,10
8,0,0,1,2,6,6,6,2,10
9,1,1,1,0,0,0,8,8,8
10,1,1,4,1,1,5,8,8,8
11,0,1,1,2,2,2,2,9,9
12,1,1,4,1,1,1,1,1,1
13,1,1,3,1,5,5,8,8,8
14,1,1,1,1,1,1,8,8,8
15,1,1,1,3,1,1,1,1,1
16,1,1,4,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1
18,1,1,1,3,1,1,1,1,1
19,1,1,1,3,1,1,1,1,1
20,1,1,1,3,1,1,1,1,1
21,1,1,4,1,6,6,6,6,6
22,1,1,1,3,1,1,1,1,1
23,1,3,3,5,5,5,5,5,5
24,1,3,3,5,5,5,5,5,5
25,1,3,3,5,5,5,8,8,8
26,1,3,3,5,5,5,5,5,5
27,2,2,2,2,2,4,2,4,2
28,2,2,2,4,4,4,4,4,4
29,2,2,2,4,4,4,4,4,4
30,0,2,2,4,4,4,4,4,4
31,0,2,2,4,4,4,4,4,4
32,0,2,2,4,4,4,4,4,4
33,2,2,2,4,4,4,4,4,4
34,2,2,2,2,2,4,4,4,2
35,0,2,4,3,3,3,3,3,3
36,2,1,1,2,2,7,2,2,10
37,0,0,0,0,0,0,0,6,7
38,2,1,1,2,2,7,2,9,2
39,1,1,1,2,2,7,2,8,2
40,1,1,4,2,2,7,7,7,7
41,1,1,4,2,2,7,7,7,7
42,1,1,4,2,2,7,7,7,7
43,1,3,3,5,5,5,5,5,5
44,2,1,1,2,2,7,2,8,2
45,1,3,3,5,5,5,5,5,5
46,2,3,3,5,5,5,8,9,9
47,1,1,1,2,2,2,2,8,2
48,2,2,2,2,2,2,2,9,2
49,2,2,2,4,2,4,4,4,2
50,2,3,3,5,5,5,5,5,5
51,2,3,3,5,5,5,5,5,5
52,0,0,3,0,0,2,8,9,9
53,2,2,3,2,2,7,2,2,2
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
