,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,0,4,4,4,4,4,4,4,4,1,0
1,1,1,1,5,6,7,7,7,7,7,0,1
2,2,3,4,4,4,4,4,4,4,4,1,2
3,1,3,3,3,3,5,8,8,3,8,2,3
4,0,0,4,4,4,4,4,4,4,4,1,0
5,2,2,4,4,4,4,4,4,4,4,1,4
6,1,1,1,5,6,7,7,7,7,7,0,1
7,2,0,0,5,6,7,7,7,7,7,0,1
8,0,0,0,0,6,6,8,8,8,11,3,0
9,0,3,3,3,5,5,8,8,3,8,2,3
10,2,2,2,2,2,2,8,8,2,8,1,4
11,2,2,2,2,2,2,2,2,2,2,1,4
12,2,2,2,2,2,2,2,2,2,2,0,4
13,2,3,3,5,3,3,8,3,3,3,2,3
14,2,2,2,2,2,2,2,9,9,9,0,5
15,2,2,2,2,2,2,2,2,2,2,0,5
16,2,2,2,2,2,2,2,2,2,2,0,4
17,2,2,2,2,2,2,2,2,2,2,0,5
18,2,2,2,2,2,2,2,2,2,2,0,5
19,2,2,2,2,2,2,2,2,2,2,0,5
20,2,2,2,2,2,2,2,2,2,2,0,5
21,2,2,2,2,2,2,2,2,2,2,0,5
22,2,2,2,2,2,2,2,2,2,2,0,5
23,0,3,3,5,3,7,8,8,3,8,2,1
24,1,3,3,5,3,3,3,3,1,3,2,2
25,0,0,0,5,3,3,8,9,9,9,0,1
26,1,3,3,5,3,3,3,3,1,3,2,2
27,1,1,1,2,1,1,1,2,2,1,3,6
28,1,1,1,1,1,1,1,1,1,1,3,4
29,1,1,1,1,1,1,1,1,1,1,3,6
30,1,3,3,3,5,5,5,5,5,5,2,3
31,0,3,3,3,5,5,5,5,5,5,2,3
32,0,3,3,3,5,5,5,5,5,5,2,3
33,1,3,3,3,5,5,5,5,5,5,2,3
34,1,1,1,1,1,1,1,1,1,1,3,0
35,1,3,4,4,4,4,4,4,4,4,1,2
36,0,0,0,0,6,6,3,3,8,11,3,0
37,0,0,0,0,3,6,6,0,10,10,3,0
38,0,1,1,0,1,1,1,1,0,1,3,0
39,1,1,1,1,1,1,1,1,1,1,3,0
40,1,1,1,1,1,1,6,6,6,6,3,6
41,2,3,3,5,6,6,6,6,6,6,3,0
42,2,3,0,0,6,6,6,6,6,6,3,0
43,1,3,3,1,3,3,3,3,1,3,3,2
44,1,1,1,1,1,1,1,1,1,1,3,6
45,0,0,0,0,0,0,0,9,9,9,2,0
46,1,1,1,1,1,1,1,1,1,1,3,6
47,0,3,3,0,6,6,6,3,10,10,3,0
48,1,1,1,1,1,1,1,1,1,1,3,6
49,1,1,1,1,1,1,1,1,1,1,3,6
50,1,1,1,1,1,1,1,1,1,1,3,6
51,1,1,1,1,1,1,1,1,1,1,3,6
52,1,1,1,1,1,1,1,1,1,1,3,4
53,1,1,1,1,1,1,1,1,1,1,3,6
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.0819046136505239,0.09739078389340192,0.101856916375998,0.1104871494323379,0.1141434198214534,0.11705302904595656,0.10664081438367377,0.09993307479022098,0.10620843231720242,0.10685989006316615,0.13406241943200875,0.08791674355436097
NMI,0.21623200823712416,0.45077072318902106,0.59292534563401367,0.61757279357679395,0.64036812226277007,0.68534759957300417,0.64498007433166638,0.59331595740329435,0.60474075580027453,0.66653297160937008,1.0,0.54659145336528958
