,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,2,5,5,5,0,0
1,1,3,4,4,6,6,0,0
2,2,3,3,3,3,3,0,1
3,1,1,1,1,1,1,0,2
4,2,2,2,5,5,5,0,0
5,0,3,4,5,6,6,0,3
6,1,3,4,4,6,6,0,0
7,0,0,4,4,4,7,0,3
8,1,1,1,1,4,7,0,3
9,1,3,3,3,3,4,0,4
10,1,1,4,4,4,4,0,2
11,1,1,4,4,6,6,0,2
12,0,3,4,4,6,6,0,2
13,1,3,3,3,4,4,0,2
14,2,2,2,2,2,2,1,4
15,2,2,2,2,2,2,1,3
16,2,2,2,2,3,7,1,3
17,2,2,2,2,2,2,1,3
18,2,2,2,2,2,2,1,3
19,2,2,2,2,2,2,1,3
20,2,2,2,2,2,2,1,3
21,2,2,2,2,2,2,1,3
22,1,1,1,1,1,1,3,5
23,0,3,3,3,3,3,0,2
24,0,0,4,4,4,4,0,2
25,1,1,1,1,1,1,3,5
26,2,2,2,2,2,2,1,3
27,1,1,1,1,1,1,3,5
28,1,1,1,1,1,1,3,5
29,1,1,1,1,1,1,3,5
30,2,3,3,3,3,3,0,1
31,1,1,1,1,1,1,3,5
32,2,3,3,3,3,3,0,1
33,1,1,1,1,1,1,3,5
34,1,1,1,1,1,1,3,5
35,1,1,1,1,1,1,3,5
36,1,1,1,1,1,1,3,5
37,1,1,1,1,1,1,3,5
38,1,1,1,1,1,1,3,5
39,1,1,1,1,1,1,3,5
40,1,1,1,1,1,1,3,5
41,1,1,1,1,5,5,3,1
42,1,1,1,1,1,1,3,5
43,99,99,99,99,99,99,99,99
44,1,1,1,1,1,1,3,5
45,1,1,1,1,1,1,3,5
46,1,1,1,1,1,1,3,5
47,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,3,5
50,1,1,1,1,1,1,3,1
51,1,1,1,1,1,1,3,5
52,1,1,1,1,1,1,3,5
53,1,1,1,1,1,1,3,5
54,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,3,1
Modularity,0.061163204889422534,0.08865396043487217,0.10754162886097193,0.10728170000238282,0.09840401564327005,0.09761163836867837,0.12360408019958197,0.09754460945510912
NMI,0.52956168308355811,0.66247727053400207,0.70992844571590563,0.762060581612787,0.69074093204618536,0.68405464632289548,1.0,0.63585066274016844
