,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,0,2,5,5,5,5,5,5,5,5,0,
1,0,0,0,0,0,4,7,7,7,8,8,0,
2,2,2,4,4,4,7,8,8,8,7,7,1,
3,2,3,3,3,3,3,3,3,3,3,3,2,
4,0,0,2,5,5,5,5,5,5,5,5,0,
5,2,2,2,2,2,2,2,5,2,5,2,0,
6,0,0,0,0,0,4,7,7,7,8,8,0,
7,2,2,2,2,6,6,7,7,7,8,8,0,
8,0,0,4,4,6,6,6,6,6,6,6,3,
9,0,0,4,4,4,7,8,8,8,7,7,1,
10,2,2,2,2,2,2,2,2,2,2,2,0,
11,2,2,2,2,2,2,2,2,2,2,2,0,
12,2,2,2,2,2,2,2,2,2,2,2,0,
13,0,0,0,0,0,0,0,0,0,11,12,2,
14,2,2,4,5,4,7,8,8,8,11,11,1,
15,2,2,4,5,2,2,2,2,2,2,4,1,
16,2,2,2,2,2,2,2,2,2,2,2,0,
17,2,2,4,5,2,2,2,2,10,2,4,1,
18,2,2,4,5,2,2,2,2,2,2,4,1,
19,1,1,4,5,5,5,8,2,10,10,10,1,
20,2,2,4,5,2,2,2,2,2,2,4,1,
21,2,2,2,2,2,2,2,2,2,2,8,0,
22,1,1,1,1,1,1,1,1,1,1,1,3,
23,2,2,4,4,4,7,8,8,8,7,7,1,
24,1,1,1,1,1,1,1,1,1,1,1,3,
25,0,0,4,0,0,0,0,0,8,11,11,1,
26,1,1,1,1,1,1,1,1,1,1,1,3,
27,0,0,0,5,2,2,8,8,10,10,10,1,
28,2,2,2,2,2,2,2,4,2,4,2,0,
29,1,1,1,1,1,4,4,4,4,4,1,3,
30,0,3,3,3,3,3,3,3,3,3,3,2,
31,0,3,3,3,3,3,3,3,3,3,3,2,
32,0,3,3,3,3,3,3,3,3,3,3,2,
33,0,3,3,3,3,3,3,3,3,3,3,2,
34,2,2,0,0,4,4,4,9,9,9,12,3,
35,0,0,2,5,5,5,5,5,5,5,5,0,
36,0,0,4,4,6,6,6,6,6,6,6,3,
37,0,0,0,0,0,0,0,0,0,0,0,3,
38,0,0,0,0,0,0,0,0,0,0,12,3,
39,0,0,0,4,4,4,4,4,4,4,12,3,
40,1,1,4,4,4,4,4,9,9,9,9,3,
41,2,2,2,2,4,4,4,9,9,9,9,3,
42,0,0,0,0,4,4,4,9,9,9,9,3,
43,1,1,1,1,1,1,1,1,1,1,1,3,
44,1,1,1,4,4,4,4,4,4,4,2,3,
45,1,1,1,1,1,1,1,1,1,1,1,3,
46,1,1,2,4,6,6,6,6,6,6,6,3,
47,0,0,4,4,6,6,6,6,6,6,6,3,
48,1,1,1,1,1,1,1,1,1,1,1,3,
49,1,3,3,3,3,3,3,3,3,3,3,2,
50,1,1,1,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,4,4,4,1,3,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.12071297078854057,0.14265200437575717,0.14210692573534528,0.14544100676270105,0.17034731707431353,0.17257261490536976,0.17400343268278523,0.1630099028917982,0.16617380550797023,0.1591602858936564,0.15778352728183012,0.20634120035434508,
NMI,0.23710680853617722,0.42919479825817841,0.59281188246201899,0.54828318843819512,0.50347523951672324,0.55529388606822772,0.65830325633191911,0.61438373881376029,0.66499126171672529,0.62784567218960852,0.68030574614553119,1.0,
Silhoutte,0.04130789,0.09833341,0.10412456,0.12079156,0.16420267,0.17400815,0.20200647,0.18286811,0.21678051,0.20976515,0.27374141,0.092082,
