,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,1,3,1,4,5,5,8,8,8,0,
1,1,1,4,1,4,4,5,5,5,0,
2,1,1,1,1,1,1,1,1,1,0,
3,1,1,4,5,6,4,5,5,5,3,
4,1,3,4,4,5,5,8,8,8,0,
5,1,1,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,1,1,0,
8,2,2,2,2,2,2,2,2,2,2,
9,0,3,3,3,3,3,3,3,3,1,
10,1,1,1,1,1,1,1,1,1,0,
11,1,1,1,4,5,5,8,8,8,0,
12,1,1,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,1,0,
14,1,1,1,5,6,1,5,5,5,0,
15,1,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,1,0,
19,0,0,0,5,6,7,7,7,7,1,
20,1,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,1,0,
23,1,3,4,5,6,4,5,5,5,3,
24,2,2,4,5,4,4,5,5,5,3,
25,1,1,1,1,1,1,1,1,1,0,
26,0,0,4,4,4,4,4,4,4,3,
27,0,0,0,5,6,7,7,7,7,1,
28,2,2,2,2,2,2,2,2,2,2,
29,2,2,2,2,2,2,2,9,9,2,
30,2,3,3,3,3,3,3,3,3,1,
31,0,3,3,3,3,3,3,3,3,1,
32,2,3,3,3,3,3,3,3,3,1,
33,0,3,3,3,3,3,3,3,3,1,
34,2,2,2,2,2,2,2,9,9,2,
35,1,1,1,4,5,5,8,8,8,0,
36,2,2,2,2,2,2,2,9,2,2,
37,1,3,0,1,1,2,6,2,10,2,
38,2,2,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,2,2,
40,2,2,2,2,2,2,2,2,6,2,
41,0,0,0,1,5,6,6,6,6,2,
42,2,2,2,2,2,6,6,6,6,2,
43,0,2,4,5,6,6,6,6,6,2,
44,2,2,2,2,2,2,2,2,2,2,
45,0,2,4,5,4,4,4,4,4,3,
46,2,2,2,2,2,2,2,2,2,2,
47,2,3,2,2,2,2,2,2,10,2,
48,2,2,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,2,2,
50,2,2,4,2,4,4,4,4,4,2,
51,2,2,2,2,2,2,2,2,2,2,
52,2,2,2,2,2,2,8,2,9,2,
53,2,2,2,2,2,2,2,2,10,2,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.08306583435347184,0.08726949453798646,0.09493303597022239,0.08516207408908218,0.08700283619927399,0.10080870232412065,0.08960869633322091,0.08435653775055475,0.08285341310747985,0.11488484994097756,
NMI,0.58652746395752775,0.58750237313921172,0.75566093238715359,0.65842336462263984,0.61600077290584632,0.77884235751547493,0.7164979409606449,0.72886134610793563,0.70140337259474295,1.0,
Silhoutte,0.1208388,0.15380535,0.17896782,0.15626328,0.16657591,0.20572515,0.19970089,0.19906363,0.21419299,0.16520141,
