,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,1,1,4,4,6,6,2,2,7
1,1,3,4,4,6,6,6,9,9
2,0,0,0,5,5,5,2,2,7
3,1,3,3,3,6,6,6,6,6
4,1,1,4,2,6,6,2,2,7
5,1,1,1,2,6,6,6,6,6
6,1,3,3,3,6,6,6,9,9
7,1,1,1,1,6,6,6,6,6
8,0,0,0,5,5,5,5,5,5
9,2,3,4,3,6,6,6,6,6
10,1,1,1,1,6,6,6,6,6
11,0,0,4,5,4,7,7,7,10
12,1,1,1,1,1,1,1,1,1
13,1,3,3,3,3,3,3,3,3
14,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1
16,1,1,1,1,6,6,6,6,6
17,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1
21,1,1,1,1,6,6,6,9,9
22,1,1,1,1,1,1,1,1,1
23,2,0,0,0,2,2,8,8,8
24,2,3,3,3,3,3,3,3,3
25,1,3,3,3,3,3,6,6,6
26,2,3,3,3,3,3,3,3,3
27,2,2,2,2,6,6,6,6,2
28,2,2,2,2,6,6,6,6,6
29,2,2,2,2,2,6,8,6,2
30,2,3,4,3,6,6,6,6,6
31,0,0,0,0,0,7,7,7,5
32,1,3,4,4,3,7,7,7,5
33,1,2,4,2,6,7,6,7,2
34,2,2,2,2,6,6,4,6,2
35,2,2,2,2,2,2,2,2,7
36,2,2,2,2,6,6,6,6,6
37,1,1,0,5,5,5,5,5,5
38,1,1,4,5,5,5,0,0,5
39,2,2,2,4,2,4,8,8,8
40,2,2,4,4,4,4,4,4,4
41,1,1,4,4,4,4,4,4,4
42,1,2,4,4,4,4,4,4,4
43,2,3,3,3,3,3,3,3,3
44,2,2,2,2,2,2,8,8,2
45,2,3,3,3,3,3,3,3,3
46,2,2,2,2,2,2,8,8,2
47,1,2,1,5,5,5,5,5,5
48,1,2,2,5,5,5,5,5,10
49,2,2,2,2,2,2,8,8,2
50,2,3,3,3,3,3,3,3,3
51,2,2,2,2,2,2,8,8,2
52,0,0,4,5,4,7,7,7,10
53,2,2,2,2,2,2,8,8,2
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
