,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,3,3,3,3,3,3,0,0
1,1,3,3,3,3,3,3,0,0
2,1,3,3,3,3,3,3,0,0
3,2,3,4,5,6,6,6,1,1
4,2,2,2,2,2,2,2,1,2
5,2,2,2,2,2,2,6,1,3
6,1,1,1,5,6,6,6,1,1
7,2,2,2,2,6,6,6,1,1
8,2,2,2,2,2,2,2,1,3
9,1,3,3,3,3,3,3,0,0
10,2,2,2,2,5,7,7,2,3
11,2,2,2,2,2,2,2,1,3
12,2,2,2,2,2,2,2,1,1
13,0,1,1,5,6,6,6,1,1
14,2,1,1,1,1,1,8,1,4
15,2,2,2,2,2,2,2,1,2
16,2,2,2,2,2,2,2,1,2
17,2,2,2,2,2,2,2,1,2
18,2,2,2,2,2,2,2,1,2
19,2,2,2,2,2,2,2,1,2
20,2,2,2,2,2,2,2,1,2
21,1,3,3,3,3,3,3,0,0
22,2,2,2,2,2,2,2,1,2
23,0,3,4,5,6,6,6,1,1
24,1,1,1,1,5,5,5,2,5
25,0,0,0,0,0,7,8,1,4
26,2,1,1,1,1,7,7,1,1
27,1,1,1,1,1,1,1,2,6
28,1,1,4,4,4,4,4,2,6
29,1,1,1,1,1,1,1,2,6
30,2,1,4,4,4,4,4,2,7
31,2,0,4,4,4,4,4,2,7
32,0,3,4,4,4,4,4,0,7
33,2,1,4,4,4,4,4,2,7
34,1,1,1,1,1,1,1,2,6
35,1,1,1,1,1,1,1,2,6
36,1,3,3,3,3,3,3,0,0
37,1,3,3,3,3,3,3,0,0
38,1,1,1,1,1,1,1,2,6
39,2,2,2,2,2,2,2,1,3
40,1,1,1,5,5,5,5,2,5
41,1,1,1,5,5,5,5,2,5
42,1,1,1,5,5,5,5,2,5
43,1,1,1,5,5,5,5,2,5
44,1,1,1,1,1,1,1,2,6
45,2,2,0,0,6,6,6,2,8
46,1,1,1,1,1,1,1,2,6
47,1,1,1,1,1,1,1,2,6
48,1,1,1,1,1,1,1,2,6
49,1,1,1,1,1,1,1,2,6
50,1,1,1,1,1,1,1,2,6
51,1,3,4,1,1,1,7,2,8
52,1,3,3,3,3,3,3,0,8
53,1,1,1,1,1,1,1,2,8
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.11877463580958045,0.1922212503768062,0.19842347247054018,0.19407758290129828,0.1951464600259154,0.19522729089917212,0.19669891015528004,0.2624984114889162,0.17467866019026676
NMI,0.3982555659206049,0.48077932771224119,0.50682065782363039,0.52042043487033585,0.61006326817601719,0.60555059980766202,0.63185458927788463,1.0,0.61149431985034952
