,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,0,0,2,0,6,6,6,6
1,0,0,0,0,0,7,7,7
2,2,3,3,3,3,3,3,3
3,2,2,4,4,4,4,4,4
4,0,2,0,0,6,6,6,6
5,2,3,3,3,3,3,3,3
6,0,0,2,2,2,7,7,7
7,2,3,3,1,1,1,1,1
8,2,3,3,3,3,3,3,3
9,2,2,4,4,4,4,4,4
10,0,2,2,0,6,6,6,6
11,0,3,3,3,3,3,3,3
12,1,1,1,1,1,1,1,2
13,2,1,1,1,1,1,1,1
14,2,3,3,5,5,5,5,3
15,2,1,1,1,1,1,4,4
16,2,3,3,3,3,3,3,3
17,2,3,3,3,3,3,3,3
18,2,3,3,3,3,3,3,3
19,2,2,4,4,4,4,4,4
20,2,2,1,1,1,1,1,1
21,2,2,3,3,3,7,7,7
22,2,2,4,4,4,4,4,4
23,1,1,1,1,1,1,1,1
24,1,1,1,1,1,1,1,1
25,2,3,1,5,5,5,5,9
26,0,3,3,5,5,5,5,9
27,1,1,2,2,2,2,2,2
28,2,3,4,4,4,4,4,4
29,1,1,2,2,2,2,2,2
30,2,2,4,4,4,4,4,4
31,2,2,4,4,4,4,4,4
32,2,2,4,4,4,4,4,4
33,2,2,4,4,4,4,4,4
34,1,1,2,5,5,5,5,5
35,1,3,2,2,2,2,2,2
36,0,0,0,5,5,5,5,5
37,2,2,2,2,2,2,2,2
38,2,2,2,2,2,7,0,2
39,2,2,2,2,2,2,2,2
40,2,2,0,1,1,1,8,8
41,2,2,2,2,2,2,8,8
42,2,2,2,2,2,2,8,8
43,1,1,2,2,2,2,2,9
44,1,1,2,2,2,2,2,2
45,1,1,3,5,5,5,5,9
46,1,1,1,1,1,1,1,1
47,0,3,3,3,3,3,3,3
48,1,1,2,2,2,2,2,2
49,1,1,2,2,2,2,2,2
50,1,1,2,2,2,2,2,2
51,1,1,1,1,1,1,1,1
52,1,1,1,1,1,1,1,1
53,1,1,2,2,2,2,2,2
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
