,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,1,1,1,1,1,1,1,1,1,1,0,0
1,0,0,0,0,0,6,0,9,10,11,1,1
2,2,2,2,5,5,5,5,5,5,5,1,2
3,2,2,2,2,2,2,2,2,2,2,1,2
4,0,0,0,0,6,0,0,0,9,10,0,1
5,2,2,2,1,1,2,2,2,2,1,0,2
6,0,0,0,5,5,7,7,7,7,11,1,1
7,0,3,4,4,4,4,4,4,4,4,2,3
8,2,2,2,2,2,2,2,2,7,7,1,3
9,1,1,1,1,1,1,1,1,1,1,0,0
10,2,2,2,2,6,2,2,2,2,2,1,2
11,1,1,1,1,1,1,1,1,1,1,0,0
12,2,2,2,2,2,2,2,2,2,2,1,2
13,1,1,1,1,1,1,1,1,1,1,0,0
14,0,0,3,3,6,6,8,8,8,8,1,1
15,0,0,3,3,6,6,6,6,6,6,3,1
16,0,0,4,4,4,4,4,4,4,4,2,3
17,1,1,3,3,6,7,8,8,8,8,1,1
18,1,1,1,1,1,1,1,1,1,1,0,0
19,0,0,1,2,2,7,7,7,7,7,1,1
20,2,2,3,5,5,5,5,5,5,5,1,2
21,1,1,1,1,1,1,1,1,1,1,0,0
22,2,2,3,5,5,5,5,5,5,5,1,2
23,0,3,4,4,4,4,4,4,4,4,2,3
24,0,3,4,4,4,4,4,4,4,4,2,3
25,2,2,2,2,5,2,2,2,2,5,1,2
26,0,0,3,3,6,6,6,6,6,6,3,1
27,0,2,2,2,2,7,7,7,7,7,1,1
28,2,2,2,5,5,2,2,2,2,5,1,2
29,0,3,3,3,3,3,7,7,7,7,2,3
30,2,2,2,2,2,2,2,2,2,2,1,2
31,2,2,2,5,5,5,5,5,5,5,1,2
32,2,2,2,5,5,5,5,5,5,5,1,2
33,2,2,4,2,2,2,2,2,2,2,1,2
34,2,3,3,3,3,3,3,3,3,3,2,4
35,1,1,1,1,1,1,1,1,1,1,0,0
36,1,1,1,1,1,1,1,1,1,1,0,3
37,1,1,1,1,0,0,0,0,10,10,0,1
38,0,0,0,0,0,0,0,0,10,10,2,1
39,2,3,3,3,3,3,3,3,3,3,2,4
40,2,3,3,3,3,3,3,3,3,3,2,4
41,0,0,0,0,0,0,0,9,9,9,2,3
42,2,3,3,3,3,3,3,3,3,3,2,4
43,0,0,3,3,3,3,3,3,3,3,2,4
44,2,3,3,3,3,3,3,3,3,3,2,4
45,0,0,0,0,6,6,6,6,6,6,3,1
46,0,0,4,4,4,4,4,4,4,4,2,3
47,0,0,3,3,0,0,0,0,0,11,2,1
48,0,3,3,3,0,2,2,9,9,9,2,3
49,0,3,4,4,4,4,4,4,4,4,2,3
50,2,3,3,3,3,3,3,3,3,3,2,4
51,0,0,0,0,0,0,0,0,0,10,2,1
52,1,1,1,1,1,1,1,1,1,1,0,0
53,0,3,4,4,4,4,4,4,4,4,2,3
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1333121258797222,0.1698840446722853,0.15165866276950765,0.15912196484774616,0.16263849472632394,0.16438014404402265,0.1646126329862032,0.16370207410342108,0.16178467420859652,0.16397323149871182,0.200099348426179,0.1695587479158979
NMI,0.38083372247862934,0.58655270015774674,0.44396226161229096,0.60424412864032162,0.64566137651311628,0.61844850171851773,0.58859670102541783,0.62724072447243162,0.61630760115791128,0.65819371271503591,1.0,0.50417838396068937
