,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,0,1,1,1,6,6,7,3,0
1,0,1,4,5,5,4,4,2,1
2,99,99,99,99,99,99,99,99,99
3,1,2,2,2,2,6,8,2,2
4,1,3,3,3,3,3,3,3,3
5,1,3,4,5,5,4,4,2,1
6,0,0,4,5,6,4,4,2,1
7,2,2,2,2,1,2,2,2,4
8,2,2,2,2,1,2,2,2,5
9,99,99,99,99,99,99,99,99,99
10,2,2,2,2,1,2,2,2,4
11,2,1,1,1,1,1,1,4,6
12,2,1,1,1,1,2,2,2,5
13,2,2,2,2,2,2,8,2,4
14,2,2,2,2,2,2,2,2,4
15,2,2,2,2,1,2,2,2,7
16,2,1,1,1,1,2,2,2,5
17,2,2,2,1,1,2,2,2,5
18,2,2,1,1,1,2,2,2,5
19,2,2,2,1,1,2,2,2,5
20,2,2,2,2,1,2,2,2,5
21,2,0,4,5,5,4,4,2,1
22,2,2,2,2,1,2,6,2,7
23,1,2,2,2,2,2,8,2,2
24,2,2,2,2,2,2,6,2,4
25,2,1,1,1,1,1,1,5,3
26,1,3,3,3,3,3,3,3,3
27,1,3,3,3,3,3,3,3,3
28,1,1,1,1,1,3,3,2,6
29,1,3,3,3,3,3,3,4,6
30,1,3,3,1,3,3,3,2,7
31,2,1,1,1,1,1,1,4,6
32,2,1,1,1,1,1,1,4,6
33,1,3,3,3,3,3,3,3,3
34,1,3,3,3,3,3,3,4,6
35,2,3,3,3,6,6,3,3,0
36,1,1,1,5,5,5,5,4,3
37,1,3,3,3,3,3,3,3,3
38,0,0,0,5,5,5,5,4,0
39,1,1,1,5,5,5,5,4,3
40,2,2,4,4,4,7,7,5,8
41,2,2,4,4,4,7,7,5,8
42,2,2,4,4,4,7,7,5,8
43,1,3,3,3,3,3,3,3,3
44,1,3,3,3,3,3,3,3,3
45,2,1,1,1,1,1,1,4,6
46,1,3,3,3,3,3,3,4,6
47,1,3,3,3,3,3,3,4,6
48,1,1,1,1,1,1,1,4,6
49,1,1,1,1,1,1,1,4,6
50,1,3,3,3,3,3,6,3,7
51,1,3,3,3,3,3,3,3,3
52,1,3,3,3,3,3,0,3,0
53,1,3,3,3,3,3,3,3,3
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.04690796495942123,0.06521524265503964,0.07495481544431325,0.07431309041858211,0.07141013290596251,0.08246989224277851,0.0717532367579679,0.09043143334389694,0.05434298251663489
NMI,0.20315667781665175,0.38928632899818183,0.47524263453772048,0.49609671872825478,0.43454562098409755,0.60304530607558671,0.54190462271874129,1.0,0.58514701005750192
