,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,0,0,0,0,6,6,6,6,2,0
1,1,3,4,4,4,0,6,9,2,0
2,0,3,4,4,4,4,4,4,2,1
3,1,1,1,1,1,1,1,1,1,2
4,1,3,3,3,6,6,6,6,2,0
5,1,1,0,0,6,6,6,9,1,0
6,1,1,1,1,1,1,1,1,1,0
7,1,1,1,1,1,1,1,1,1,2
8,0,3,4,4,4,7,7,7,3,3
9,1,2,4,4,4,4,4,4,2,1
10,1,1,1,1,1,1,1,1,1,2
11,1,1,1,1,1,1,1,1,1,2
12,1,1,1,1,1,1,1,1,1,2
13,1,1,1,1,1,1,1,1,1,2
14,1,3,3,3,3,3,3,3,0,4
15,1,3,3,3,3,3,3,3,0,4
16,1,3,3,3,3,3,3,3,0,5
17,1,3,3,3,3,3,3,3,0,4
18,1,3,3,3,3,3,3,3,0,4
19,1,3,3,3,3,3,3,3,0,5
20,2,3,3,3,3,3,3,3,0,5
21,1,3,3,3,6,6,6,9,1,0
22,1,3,3,3,3,3,3,3,0,4
23,1,1,1,1,1,1,1,1,1,2
24,1,1,1,1,1,1,1,1,1,2
25,2,3,3,3,5,3,3,3,0,5
26,2,3,3,3,3,3,3,3,0,5
27,1,1,1,1,1,1,1,1,1,2
28,1,1,1,1,1,1,1,1,1,2
29,2,2,2,2,2,2,2,2,3,5
30,0,3,4,4,4,4,4,4,2,1
31,0,0,4,4,4,4,4,4,2,1
32,0,0,4,5,5,5,5,5,2,3
33,2,2,2,2,2,2,2,2,3,5
34,0,1,4,4,4,4,4,4,3,1
35,1,3,3,3,6,6,8,8,2,5
36,0,3,4,4,4,7,7,7,3,3
37,2,2,2,2,2,2,2,2,3,6
38,2,2,2,2,2,2,2,2,3,6
39,2,2,2,2,2,2,2,2,3,6
40,2,2,2,5,5,5,5,5,3,6
41,2,2,2,5,5,5,5,5,3,6
42,2,2,2,5,5,5,5,5,3,6
43,2,2,2,5,5,5,5,5,3,5
44,2,2,2,2,2,2,2,2,3,6
45,2,2,2,2,2,2,2,2,3,6
46,1,1,1,1,1,1,1,1,1,2
47,1,0,0,1,1,1,1,1,3,3
48,2,2,2,2,2,2,2,2,3,6
49,2,2,2,2,2,2,2,2,3,5
50,1,1,1,1,1,1,1,1,1,5
51,2,2,4,5,5,7,7,7,3,5
52,1,1,3,1,1,1,1,1,1,5
53,0,2,0,0,0,0,8,8,3,3
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.11836785874405727,0.09736053796221068,0.11335378145881439,0.10551219852482051,0.10744253000057054,0.1088132515978844,0.1100728234037612,0.1081578156764427,0.1362180600507129,0.08404515282942271
NMI,0.45415763377295015,0.60832659033524117,0.64805166471341835,0.59676888300355824,0.64975131548101128,0.68166036392178975,0.68166036392178964,0.68739277101779728,1.0,0.5531486674178232
