,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,2,5,5,5,5,5,5,5,5,0,0
1,0,0,0,0,0,4,7,7,7,8,8,0,1
2,2,2,4,4,4,7,8,8,8,7,7,1,2
3,2,3,3,3,3,3,3,3,3,3,3,2,3
4,0,0,2,5,5,5,5,5,5,5,5,0,0
5,2,2,2,2,2,2,2,5,2,5,2,0,4
6,0,0,0,0,0,4,7,7,7,8,8,0,1
7,2,2,2,2,6,6,7,7,7,8,8,0,4
8,0,0,4,4,6,6,6,6,6,6,6,3,5
9,0,0,4,4,4,7,8,8,8,7,7,1,2
10,2,2,2,2,2,2,2,2,2,2,2,0,4
11,2,2,2,2,2,2,2,2,2,2,2,0,4
12,2,2,2,2,2,2,2,2,2,2,2,0,4
13,0,0,0,0,0,0,0,0,0,11,12,2,1
14,2,2,4,5,4,7,8,8,8,11,11,1,2
15,2,2,4,5,2,2,2,2,2,2,4,1,2
16,2,2,2,2,2,2,2,2,2,2,2,0,4
17,2,2,4,5,2,2,2,2,10,2,4,1,2
18,2,2,4,5,2,2,2,2,2,2,4,1,2
19,1,1,4,5,5,5,8,2,10,10,10,1,2
20,2,2,4,5,2,2,2,2,2,2,4,1,2
21,2,2,2,2,2,2,2,2,2,2,8,0,4
22,1,1,1,1,1,1,1,1,1,1,1,3,6
23,2,2,4,4,4,7,8,8,8,7,7,1,2
24,1,1,1,1,1,1,1,1,1,1,1,3,6
25,0,0,4,0,0,0,0,0,8,11,11,1,2
26,1,1,1,1,1,1,1,1,1,1,1,3,6
27,0,0,0,5,2,2,8,8,10,10,10,1,2
28,2,2,2,2,2,2,2,4,2,4,2,0,4
29,1,1,1,1,1,4,4,4,4,4,1,3,6
30,0,3,3,3,3,3,3,3,3,3,3,2,3
31,0,3,3,3,3,3,3,3,3,3,3,2,3
32,0,3,3,3,3,3,3,3,3,3,3,2,3
33,0,3,3,3,3,3,3,3,3,3,3,2,3
34,2,2,0,0,4,4,4,9,9,9,12,3,1
35,0,0,2,5,5,5,5,5,5,5,5,0,0
36,0,0,4,4,6,6,6,6,6,6,6,3,5
37,0,0,0,0,0,0,0,0,0,0,0,3,1
38,0,0,0,0,0,0,0,0,0,0,12,3,1
39,0,0,0,4,4,4,4,4,4,4,12,3,1
40,1,1,4,4,4,4,4,9,9,9,9,3,1
41,2,2,2,2,4,4,4,9,9,9,9,3,1
42,0,0,0,0,4,4,4,9,9,9,9,3,1
43,1,1,1,1,1,1,1,1,1,1,1,3,6
44,1,1,1,4,4,4,4,4,4,4,2,3,1
45,1,1,1,1,1,1,1,1,1,1,1,3,6
46,1,1,2,4,6,6,6,6,6,6,6,3,5
47,0,0,4,4,6,6,6,6,6,6,6,3,1
48,1,1,1,1,1,1,1,1,1,1,1,3,5
49,1,3,3,3,3,3,3,3,3,3,3,2,3
50,1,1,1,1,1,1,1,1,1,1,1,3,6
51,1,1,1,1,1,1,1,1,1,1,1,3,6
52,1,1,1,1,1,1,1,1,1,1,1,3,6
53,1,1,1,1,1,1,1,4,4,4,1,3,6
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.12071297078854057,0.14265200437575717,0.14210692573534528,0.14544100676270105,0.17034731707431353,0.17257261490536976,0.17400343268278523,0.1630099028917982,0.16617380550797023,0.1591602858936564,0.15778352728183012,0.20634120035434508,0.1768285306501396
NMI,0.23710680853617722,0.42919479825817841,0.59281188246201899,0.54828318843819512,0.50347523951672324,0.55529388606822772,0.65830325633191911,0.61438373881376029,0.66499126171672529,0.62784567218960852,0.68030574614553119,1.0,0.73298064929914208
