,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,0,0,2,0,6,6,6,6,1,0
1,0,0,0,0,0,7,7,7,0,1
2,2,3,3,3,3,3,3,3,0,2
3,2,2,4,4,4,4,4,4,1,3
4,0,2,0,0,6,6,6,6,1,0
5,2,3,3,3,3,3,3,3,0,2
6,0,0,2,2,2,7,7,7,0,1
7,2,3,3,1,1,1,1,1,2,4
8,2,3,3,3,3,3,3,3,0,4
9,2,2,4,4,4,4,4,4,1,3
10,0,2,2,0,6,6,6,6,1,0
11,0,3,3,3,3,3,3,3,0,5
12,1,1,1,1,1,1,1,2,2,2
13,2,1,1,1,1,1,1,1,2,2
14,2,3,3,5,5,5,5,3,0,1
15,2,1,1,1,1,1,4,4,1,2
16,2,3,3,3,3,3,3,3,0,5
17,2,3,3,3,3,3,3,3,0,5
18,2,3,3,3,3,3,3,3,0,2
19,2,2,4,4,4,4,4,4,1,3
20,2,2,1,1,1,1,1,1,1,1
21,2,2,3,3,3,7,7,7,0,1
22,2,2,4,4,4,4,4,4,1,1
23,1,1,1,1,1,1,1,1,2,6
24,1,1,1,1,1,1,1,1,2,6
25,2,3,1,5,5,5,5,9,0,1
26,0,3,3,5,5,5,5,9,3,1
27,1,1,2,2,2,2,2,2,3,7
28,2,3,4,4,4,4,4,4,1,3
29,1,1,2,2,2,2,2,2,3,7
30,2,2,4,4,4,4,4,4,1,3
31,2,2,4,4,4,4,4,4,1,3
32,2,2,4,4,4,4,4,4,1,3
33,2,2,4,4,4,4,4,4,1,3
34,1,1,2,5,5,5,5,5,3,4
35,1,3,2,2,2,2,2,2,3,7
36,0,0,0,5,5,5,5,5,3,4
37,2,2,2,2,2,2,2,2,3,8
38,2,2,2,2,2,7,0,2,3,8
39,2,2,2,2,2,2,2,2,3,8
40,2,2,0,1,1,1,8,8,3,8
41,2,2,2,2,2,2,8,8,3,8
42,2,2,2,2,2,2,8,8,3,8
43,1,1,2,2,2,2,2,9,3,7
44,1,1,2,2,2,2,2,2,3,7
45,1,1,3,5,5,5,5,9,3,1
46,1,1,1,1,1,1,1,1,2,6
47,0,3,3,3,3,3,3,3,0,5
48,1,1,2,2,2,2,2,2,3,8
49,1,1,2,2,2,2,2,2,3,7
50,1,1,2,2,2,2,2,2,3,7
51,1,1,1,1,1,1,1,1,2,6
52,1,1,1,1,1,1,1,1,2,6
53,1,1,2,2,2,2,2,2,3,7
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.08047627336033247,0.09194741330262805,0.09732616306248523,0.1092842691185951,0.10883494221771252,0.1117298395536612,0.11127463573241977,0.11505878151846076,0.14021270550594284,0.08823888200768623
NMI,0.27020282543616791,0.36169113962864408,0.53790373123074819,0.66436233156010349,0.68355825790104097,0.68340279408127336,0.73764859519697401,0.71675816995421016,1.0,0.58275232521571207
