,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,1,3,3,5,5,5,5,5,5,5,6,
1,0,0,4,5,5,5,5,5,10,10,6,
2,0,3,3,5,5,5,5,5,5,5,6,
3,2,3,3,3,3,3,3,3,3,3,0,
4,1,3,3,5,5,5,5,5,5,5,6,
5,2,2,2,2,2,2,2,2,2,2,0,
6,1,1,1,1,1,7,7,7,10,10,6,
7,2,2,2,3,6,6,6,6,10,10,4,
8,0,3,3,3,6,6,6,6,6,6,4,
9,0,3,3,3,3,3,3,3,3,3,0,
10,1,1,4,4,4,7,7,7,7,7,0,
11,2,2,2,2,2,2,2,2,7,7,0,
12,2,2,2,2,2,7,7,7,7,7,0,
13,2,3,4,4,4,4,4,4,3,3,0,
14,0,3,3,3,3,3,3,3,3,3,0,
15,2,2,2,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,2,2,2,0,
21,0,3,2,3,6,6,6,6,6,6,4,
22,99,99,99,99,99,99,99,99,99,99,99,
23,1,3,3,3,3,3,3,3,3,3,3,
24,99,99,99,99,99,99,99,99,99,99,99,
25,1,3,4,4,4,1,1,4,4,11,6,
26,2,3,3,2,2,2,2,3,3,3,0,
27,2,2,2,2,2,2,2,2,2,2,0,
28,1,1,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,1,1,3,
30,0,0,4,4,4,4,4,4,4,4,6,
31,0,0,4,4,4,4,4,4,4,4,6,
32,0,0,4,4,4,4,4,4,4,11,6,
33,2,2,4,4,4,4,4,4,4,4,6,
34,2,2,4,4,4,4,4,4,4,11,6,
35,0,3,3,5,5,5,5,5,5,5,6,
36,1,3,4,3,6,6,6,6,6,6,4,
37,2,2,4,2,5,5,5,9,9,9,3,
38,1,1,1,1,1,1,1,9,9,9,3,
39,1,1,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,1,1,1,3,
41,0,0,0,0,0,0,8,8,8,8,3,
42,99,99,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,1,1,3,
47,2,3,4,3,3,3,6,9,9,9,4,
48,1,1,1,1,1,1,1,1,1,1,3,
49,1,1,4,4,4,4,4,4,4,11,6,
50,0,0,0,0,0,0,8,8,8,8,3,
51,1,1,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.06441658706355663,0.0762509628547188,0.10818426842572039,0.11991279016251309,0.12581574895391137,0.1227763336065278,0.12622586575849748,0.1249958797446192,0.1231548551017695,0.1179486477222354,0.15601292759087496,
NMI,0.27897308952752092,0.32191697882886111,0.44589415164658874,0.61698272363453333,0.64978952134831836,0.62868712152768358,0.65967087200063068,0.68588329876899601,0.70327878591123549,0.68842332411663121,1.0,
Silhoutte,0.11616751,0.12780142,0.1538245,0.19312001,0.21796617,0.2244068,0.23306586,0.27454077,0.30676438,0.31205761,0.18437806,
