,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,2,2,2,5,5,5,5,5,5
1,2,2,2,5,5,5,5,5,5
2,2,3,3,3,3,3,3,3,3
3,1,3,3,3,3,3,3,3,3
4,2,2,4,5,5,5,5,5,5
5,0,0,0,4,0,7,8,8,8
6,1,1,1,5,6,6,8,8,8
7,0,0,4,5,5,4,4,4,4
8,0,0,4,5,5,4,4,4,4
9,0,3,3,3,3,3,3,3,3
10,2,3,3,3,3,3,3,3,3
11,0,0,1,1,1,2,2,2,10
12,1,3,4,4,4,7,8,8,8
13,0,3,3,3,3,3,3,3,3
14,2,2,2,2,2,2,2,2,2
15,2,2,2,2,2,2,2,2,2
16,2,2,2,2,2,7,7,9,7
17,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2,2
20,2,2,2,2,2,2,2,2,2
21,2,2,2,2,6,6,8,8,8
22,99,99,99,99,99,99,99,99,99
23,0,3,3,4,4,7,7,7,9
24,0,3,4,4,4,7,7,7,9
25,2,2,2,2,2,2,2,7,2
26,2,2,2,2,2,2,2,2,2
27,1,1,1,1,1,1,1,1,1
28,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1
30,2,3,3,3,3,3,3,3,3
31,2,3,3,3,3,3,3,3,3
32,2,3,3,3,3,3,3,3,3
33,1,1,1,1,1,1,1,1,1
34,1,1,1,1,1,1,1,1,1
35,2,2,4,5,5,5,5,5,5
36,1,1,4,5,5,4,4,4,4
37,0,0,0,0,6,6,6,6,6
38,1,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,9,7
40,1,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1,1
42,1,1,1,1,1,1,1,1,1
43,1,1,1,1,1,1,1,1,1
44,1,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1,1
46,1,1,4,4,4,7,7,9,7
47,0,0,0,0,6,6,6,6,6
48,1,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1,1
51,1,1,2,4,4,1,7,7,9
52,0,0,0,0,0,2,5,5,10
53,1,1,1,1,4,6,6,6,6
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
