,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,3,3,5,5,5,0,0
1,1,1,1,1,6,6,5,1
2,2,3,3,5,5,5,0,0
3,0,3,3,3,3,3,1,2
4,2,3,3,5,5,5,0,0
5,0,2,2,2,2,5,0,0
6,2,2,2,0,0,7,4,3
7,0,2,4,5,4,4,4,4
8,2,2,4,5,4,4,4,4
9,1,3,3,3,3,3,1,2
10,1,3,3,3,3,3,1,2
11,1,1,1,5,5,5,0,0
12,1,1,1,5,5,5,0,0
13,1,3,3,3,3,3,1,2
14,1,3,3,3,3,3,1,2
15,2,3,3,3,3,3,1,2
16,2,2,2,2,2,2,4,5
17,2,2,2,2,2,2,4,5
18,2,2,2,2,2,2,4,3
19,2,2,2,2,2,2,4,3
20,2,2,2,2,2,2,4,5
21,2,2,2,2,2,7,4,5
22,99,99,99,99,99,99,99,99
23,0,3,3,3,3,3,1,3
24,2,2,2,2,2,2,4,5
25,99,99,99,99,99,99,99,99
26,2,3,3,3,3,7,1,3
27,1,1,1,4,6,6,5,1
28,1,1,1,4,6,6,5,1
29,1,1,1,4,6,6,5,1
30,1,1,1,4,6,6,5,6
31,1,1,4,4,6,6,5,6
32,1,1,1,4,6,6,5,6
33,1,1,1,4,6,6,5,1
34,1,2,2,2,2,2,4,1
35,2,3,3,5,5,5,0,0
36,2,2,4,5,4,4,4,4
37,1,1,1,1,1,1,5,7
38,1,1,1,1,1,1,5,7
39,1,1,1,1,1,1,5,7
40,1,1,1,1,1,1,5,7
41,1,1,1,1,1,1,5,7
42,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,5,7
44,1,1,1,1,1,1,5,7
45,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,5,1
50,1,1,4,1,4,4,5,7
51,1,2,4,5,4,4,4,4
52,2,3,3,5,5,5,0,0
53,0,0,0,0,0,0,0,3
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.08479472150289086,0.18236167441201112,0.1610677400038778,0.2000401894831177,0.20939979296568192,0.20665237716694887,0.2357705042444027,0.17596761562688218
NMI,0.34201155491427027,0.7556287280366335,0.63953459552815783,0.7217978167827136,0.75106713343607867,0.76789590439764621,1.0,0.69660047473507691
