,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,2,2,2,2,2,2,2,2,2
1,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
3,1,1,1,5,5,5,5,5,5
4,2,2,2,2,2,2,2,2,2
5,0,3,4,5,5,5,5,5,5
6,2,2,2,5,5,5,5,5,5
7,0,0,4,4,6,4,4,4,10
8,1,1,4,4,4,4,4,8,4
9,2,2,2,2,2,2,2,2,2
10,1,1,4,4,4,4,4,4,4
11,0,0,4,4,4,4,4,4,4
12,1,3,3,3,3,3,3,3,3
13,1,1,1,5,5,5,5,5,5
14,1,1,1,5,5,7,7,7,7
15,2,3,3,3,3,3,3,3,3
16,2,3,3,3,3,3,3,3,3
17,2,3,3,3,3,3,3,3,3
18,2,3,3,3,3,3,3,3,3
19,2,3,3,3,3,3,3,3,3
20,2,3,3,3,3,3,3,3,3
21,2,2,2,2,2,2,2,2,2
22,2,3,3,3,3,3,3,3,3
23,1,1,4,5,5,5,5,7,7
24,2,2,2,2,4,6,6,6,6
25,2,2,2,2,0,7,7,7,7
26,1,3,3,5,5,5,5,5,5
27,1,1,1,1,1,1,1,8,9
28,1,1,1,1,1,1,8,8,9
29,1,1,1,1,1,1,1,8,9
30,1,1,1,1,6,1,8,1,1
31,1,1,1,1,6,1,8,1,1
32,1,1,1,1,6,1,8,1,1
33,1,1,1,1,6,1,8,1,1
34,1,1,1,1,1,1,1,8,9
35,1,1,1,1,1,1,1,8,9
36,2,2,2,2,2,2,2,2,2
37,2,2,2,2,2,2,2,2,2
38,1,1,1,1,1,1,1,9,9
39,1,1,1,5,1,1,1,9,9
40,2,2,4,5,4,6,6,6,6
41,0,0,4,5,4,6,6,6,6
42,1,1,4,5,4,6,6,9,6
43,0,2,2,2,4,6,6,6,6
44,1,1,1,1,1,1,1,8,9
45,0,0,0,0,0,0,7,9,8
46,2,1,1,1,1,7,1,8,9
47,1,1,1,1,1,1,1,9,9
48,1,1,1,1,1,1,1,8,9
49,1,1,1,1,6,1,8,8,9
50,1,1,1,1,1,1,1,8,9
51,2,2,4,4,1,7,1,8,9
52,2,2,2,2,2,2,2,2,2
53,0,0,0,0,0,7,1,8,10
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
