,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,2,5,5,5,0,0
1,1,3,3,3,3,3,0,1
2,2,2,4,5,6,4,0,2
3,1,1,1,1,1,1,0,3
4,2,2,2,5,5,5,0,0
5,0,3,4,4,3,3,0,4
6,1,3,3,3,3,3,0,1
7,0,0,0,0,6,6,0,4
8,1,1,1,1,1,6,0,4
9,1,1,4,4,6,7,0,5
10,1,3,3,3,4,7,0,6
11,1,3,3,3,3,3,0,6
12,0,3,3,3,3,3,0,6
13,1,1,4,4,4,7,0,3
14,2,2,2,2,2,2,0,5
15,2,2,2,2,2,2,0,7
16,2,2,2,2,6,6,0,4
17,2,2,2,2,2,2,0,7
18,2,2,2,2,2,2,0,7
19,2,2,2,2,2,2,0,4
20,2,2,2,2,2,2,0,7
21,2,2,2,2,2,2,0,4
22,1,1,1,1,1,1,2,8
23,0,3,4,4,4,7,0,6
24,0,3,3,3,4,7,0,6
25,1,1,1,1,1,1,2,8
26,2,2,2,2,2,2,0,4
27,1,1,1,1,1,1,2,8
28,1,1,1,1,1,1,2,8
29,1,1,1,1,1,1,2,8
30,0,0,4,4,6,4,0,2
31,1,1,1,1,1,1,2,8
32,1,1,4,4,6,4,0,2
33,1,1,1,1,1,1,2,8
34,1,1,1,1,1,1,2,8
35,1,1,1,1,1,1,2,3
36,1,1,1,1,1,1,2,8
37,1,1,1,1,1,1,2,8
38,1,1,1,1,1,1,2,8
39,1,1,1,1,1,1,2,8
40,1,1,1,1,1,1,2,8
41,1,3,3,5,5,5,2,2
42,1,1,1,1,1,1,2,8
43,99,99,99,99,99,99,99,99
44,1,1,1,1,1,1,2,8
45,1,1,1,1,1,1,2,8
46,1,1,1,1,1,1,2,8
47,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,2,8
49,1,1,1,1,1,1,2,8
50,1,1,1,1,1,1,2,2
51,1,1,1,1,1,1,2,8
52,1,1,1,1,1,1,2,3
53,1,1,1,1,1,1,2,8
54,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,2,2
Modularity,0.06227369242952484,0.08618290091821286,0.09800326582790683,0.09875776211569616,0.09286818022262303,0.0983513445557034,0.12128503793512951,0.07813762334498647
NMI,0.4107410132745154,0.43710288432981642,0.53553060652156437,0.52242373976772216,0.52011222343055796,0.5535250451358964,1.0,0.49457754515464919
