,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,2,3,3,3,3,3,3,3,3,0,
1,2,3,3,3,3,7,7,7,7,0,
2,2,3,3,3,3,3,3,3,3,0,
3,2,2,2,2,2,2,2,2,2,2,
4,2,3,3,3,3,3,3,3,3,0,
5,2,3,3,3,3,3,3,3,3,0,
6,0,0,0,0,0,7,7,7,7,2,
7,0,2,4,4,6,6,6,6,6,1,
8,0,0,4,4,6,6,6,6,6,1,
9,2,2,2,2,2,2,2,2,2,2,
10,2,2,2,2,2,2,2,2,2,2,
11,2,3,3,3,3,3,3,3,3,0,
12,0,2,2,3,6,7,7,7,7,2,
13,2,2,2,2,2,2,2,2,2,2,
14,2,2,2,2,2,2,2,2,2,2,
15,2,2,2,5,5,5,5,5,5,2,
16,0,3,3,5,5,5,5,5,5,2,
17,2,3,3,5,5,5,5,5,5,2,
18,2,3,3,5,5,5,5,5,5,2,
19,0,0,0,5,5,5,8,9,9,2,
20,0,3,4,4,4,4,4,4,4,3,
21,2,2,2,5,5,7,7,7,7,2,
22,2,3,3,5,5,5,5,5,5,2,
23,2,2,2,2,2,2,2,2,2,2,
24,2,2,2,2,2,2,2,2,10,4,
25,1,1,1,1,1,1,1,1,1,4,
26,2,2,2,5,5,5,6,5,5,2,
27,1,1,1,1,1,1,1,1,1,4,
28,1,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,1,4,
30,1,1,4,4,4,4,4,9,9,3,
31,0,0,4,4,4,4,4,4,4,3,
32,0,0,4,4,4,4,4,4,4,3,
33,1,3,4,3,3,3,3,3,3,0,
34,1,1,4,4,4,4,4,4,4,3,
35,2,3,3,3,3,3,3,3,3,0,
36,1,1,1,1,6,6,6,6,6,1,
37,1,1,1,5,4,7,8,8,8,4,
38,1,1,1,1,1,1,8,1,8,4,
39,1,1,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,1,1,4,
41,1,1,1,1,1,1,1,1,1,4,
42,1,1,1,1,1,1,1,1,1,4,
43,1,1,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,1,1,4,
45,1,1,1,1,1,1,1,1,1,4,
46,0,0,0,5,5,7,8,8,8,4,
47,99,99,99,99,99,99,99,99,99,99,
48,0,0,3,0,0,0,0,4,4,2,
49,1,1,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,1,1,4,
51,1,1,1,1,1,1,1,1,1,4,
52,0,0,0,3,3,3,3,3,3,0,
53,1,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,99,
55,1,1,1,1,1,1,1,1,1,4,
Modularity,0.15347989107347798,0.16282858523197347,0.1670606425331117,0.17709897851687154,0.1756006018469278,0.17540941789355236,0.16582695819290746,0.1722177454746597,0.1649505560240752,0.2056519312043106,
NMI,0.42317864085360835,0.48407901743307419,0.62878770156963903,0.69368794554633029,0.76126664497563634,0.76572877591897348,0.73379771328298271,0.7456641587411621,0.76070131872031121,1.0,
Silhoutte,0.12151931,0.15191011,0.14902592,0.18872723,0.21085454,0.2210366,0.2216738,0.24514854,0.18424955,0.19958821,
