,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,3,4,5,5,5,5,5,0,0
1,0,0,0,0,6,7,7,3,0,1
2,1,3,3,5,5,5,5,5,0,0
3,0,3,3,3,3,3,3,3,0,2
4,1,1,4,5,5,5,5,5,0,0
5,2,2,4,2,2,7,7,7,0,3
6,0,0,0,0,6,6,6,6,0,1
7,2,2,4,4,6,7,7,7,0,3
8,2,2,2,4,6,7,7,7,0,3
9,0,0,3,3,3,3,3,3,0,2
10,2,2,2,2,2,7,7,7,0,3
11,2,2,1,1,1,7,7,9,0,4
12,2,2,2,2,2,2,2,2,0,3
13,2,3,3,3,3,3,3,3,0,3
14,2,2,2,2,2,2,2,2,0,3
15,2,2,2,2,2,2,2,2,0,5
16,2,2,2,2,2,2,2,2,0,5
17,2,2,2,2,2,2,2,2,0,5
18,2,2,2,2,2,2,2,2,0,5
19,2,2,2,2,2,2,2,2,0,5
20,2,2,2,2,2,2,2,2,0,5
21,2,2,2,2,2,2,2,2,0,5
22,2,2,2,2,2,2,2,2,0,5
23,1,3,3,3,3,3,3,3,0,2
24,2,3,3,3,3,6,6,6,0,4
25,1,1,0,0,0,0,0,0,1,1
26,0,3,3,3,6,6,6,6,0,4
27,1,1,4,4,4,4,4,4,1,6
28,1,1,4,4,4,4,4,4,1,6
29,1,1,1,1,1,1,1,1,1,4
30,1,1,4,4,4,4,4,4,1,6
31,1,1,4,4,4,4,4,4,1,6
32,1,1,4,4,4,4,4,4,1,6
33,1,1,4,4,4,4,4,4,1,6
34,1,1,1,1,1,1,1,1,1,6
35,0,2,2,5,5,5,5,5,0,0
36,0,3,3,3,6,7,8,8,1,1
37,1,1,1,1,1,1,1,1,1,7
38,1,1,1,1,1,1,1,1,1,7
39,1,1,1,1,1,1,1,1,1,8
40,1,1,1,1,1,1,1,1,1,8
41,1,1,1,1,1,1,1,1,1,7
42,1,1,1,1,1,1,1,1,1,7
43,1,3,3,1,1,6,6,6,0,4
44,1,1,1,1,1,1,1,1,1,8
45,1,1,1,1,1,1,1,1,1,7
46,0,3,3,0,0,6,8,8,1,1
47,1,1,1,1,1,1,1,1,1,8
48,1,1,1,1,1,1,1,1,1,8
49,1,1,1,1,1,1,1,1,1,8
50,1,1,1,1,1,1,1,1,1,4
51,1,1,3,0,6,0,8,8,1,1
52,0,0,0,0,0,0,0,9,0,1
53,1,1,1,1,1,1,1,1,1,7
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.18830729597424256,0.20664533247915667,0.1736204924164476,0.19252001966193988,0.19941312578526732,0.18348130241663618,0.18445464671801867,0.18508340467304635,0.2496740844371128,0.14235930432269694
NMI,0.43118650764679017,0.56604595066287555,0.3261581214798287,0.33667076733257439,0.41797907847208227,0.47958491079369658,0.56324530840182851,0.5778719996513112,1.0,0.43463021897790322
