,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,3,1,5,5,5,5,5,5,5,1,
1,0,0,2,4,6,6,6,8,8,8,1,
2,2,2,2,5,5,5,5,5,5,5,1,
3,2,2,4,2,4,4,4,4,4,4,1,
4,0,0,4,5,5,5,5,5,5,5,1,
5,0,0,0,0,0,0,0,0,0,0,1,
6,0,0,0,0,0,0,6,8,8,8,1,
7,0,0,0,5,5,7,8,6,6,6,1,
8,0,0,0,5,5,7,8,6,6,6,2,
9,2,2,2,2,4,2,4,4,4,11,1,
10,2,2,4,2,4,7,7,7,7,7,1,
11,0,0,0,0,6,7,7,7,7,7,1,
12,1,0,4,2,4,6,7,7,7,7,1,
13,2,2,4,2,4,7,4,4,4,11,1,
14,1,3,4,3,4,4,4,4,4,4,0,
15,2,3,3,3,3,3,3,3,3,3,0,
16,0,3,3,3,3,3,3,3,3,3,0,
17,2,3,3,3,3,3,3,3,3,3,0,
18,2,3,3,3,3,3,3,3,3,3,0,
19,2,3,3,3,3,3,3,3,3,3,0,
20,0,3,3,3,3,3,3,3,3,3,0,
21,0,0,0,0,0,0,6,8,8,8,0,
22,0,3,3,3,3,3,3,3,3,3,0,
23,2,2,4,2,4,4,4,4,4,4,1,
24,2,2,4,2,4,4,4,4,4,4,1,
25,0,2,4,2,4,4,4,4,4,4,1,
26,1,1,1,1,1,1,1,1,1,1,2,
27,1,1,1,1,1,1,1,1,1,1,2,
28,1,1,1,4,2,2,2,2,2,2,2,
29,1,1,1,1,1,1,1,1,1,1,2,
30,2,2,2,4,2,2,2,2,2,2,1,
31,2,2,2,5,2,2,5,5,5,5,1,
32,2,2,2,2,2,2,2,2,10,11,1,
33,2,2,2,4,2,2,2,2,2,2,1,
34,2,2,2,4,2,2,2,2,2,2,1,
35,0,3,4,5,5,5,5,5,5,5,1,
36,1,1,1,1,1,7,8,6,6,6,2,
37,1,1,1,1,1,1,1,1,1,10,2,
38,1,1,1,1,1,1,1,1,1,1,2,
39,1,1,1,1,1,1,1,1,1,1,2,
40,1,1,1,1,6,6,1,9,9,9,2,
41,1,0,4,4,6,6,7,9,9,9,2,
42,1,1,1,1,1,1,1,1,1,1,2,
43,1,1,1,1,1,1,1,1,1,1,2,
44,1,1,1,1,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,1,1,1,1,2,
47,1,0,0,0,0,0,6,8,10,10,2,
48,1,1,1,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,1,1,1,2,
50,1,1,1,1,1,1,1,1,1,1,2,
51,1,1,1,1,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,1,1,1,1,2,
53,1,1,1,1,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.12413278014311462,0.1686087264749276,0.14697167187936044,0.16571790753137233,0.15666966022052858,0.14699013989897902,0.1576796207703416,0.1543402244269079,0.15343425302895008,0.14453193519376825,0.1985116910994152,
NMI,0.46979604441777617,0.64594756930672981,0.56890829498128803,0.62131417347737539,0.54446774225655492,0.51698359120666459,0.54607493619825276,0.56299465840281104,0.56864530181405426,0.57554687583664177,1.0,
Silhoutte,0.09634162,0.18742029,0.18214251,0.18536356,0.1935411,0.20753553,0.22030487,0.23300022,0.23556919,0.23151322,0.17211365,
