,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,2,3,4,4,4,7,7,7,7,9,9,3,0
1,0,0,0,0,6,6,8,8,10,10,10,1,1
2,1,3,4,4,1,7,7,7,7,9,9,3,0
3,1,1,1,5,5,5,5,5,5,7,7,3,0
4,2,3,3,3,6,7,7,7,7,9,9,3,0
5,0,0,0,0,0,0,0,9,9,8,8,1,2
6,0,3,3,3,3,3,3,3,3,3,3,2,2
7,1,1,1,1,1,1,1,1,1,1,1,5,3
8,1,1,1,1,1,1,1,1,1,1,1,4,3
9,99,99,99,99,99,99,99,99,99,99,99,99,99
10,1,1,1,1,1,1,1,1,2,2,2,3,3
11,1,1,1,1,1,1,1,1,1,1,1,4,3
12,1,1,1,1,1,7,6,1,1,1,1,4,3
13,2,2,2,2,2,2,8,8,8,2,2,1,1
14,2,2,4,4,4,4,4,4,4,4,4,1,4
15,2,2,2,2,2,2,2,2,2,2,2,1,5
16,2,2,2,2,2,2,8,8,2,2,2,1,1
17,2,2,2,2,2,2,2,2,2,2,2,1,5
18,2,2,2,2,2,2,2,2,2,2,2,1,5
19,2,2,2,2,2,2,2,2,2,2,2,1,5
20,0,3,3,3,0,6,6,9,9,11,5,3,0
21,2,2,2,2,2,2,2,2,2,2,8,1,5
22,2,2,2,2,2,2,2,2,2,2,2,1,5
23,0,0,0,0,6,6,6,6,6,6,6,4,2
24,1,3,1,1,1,7,7,7,5,7,7,3,0
25,1,1,1,1,6,1,1,1,1,1,1,4,3
26,2,3,3,5,6,6,8,8,10,10,10,1,1
27,1,1,1,1,1,1,1,1,1,1,1,4,3
28,0,3,3,3,3,3,3,3,3,3,3,2,6
29,1,3,3,3,3,3,3,3,3,3,3,2,6
30,2,3,3,3,3,3,3,3,3,3,3,2,6
31,0,0,0,5,5,5,7,7,8,5,5,3,0
32,0,0,0,5,5,5,2,7,8,5,11,3,6
33,0,0,0,5,5,5,8,8,8,11,5,3,0
34,1,1,1,1,1,1,1,1,1,1,1,5,3
35,2,3,4,3,4,7,7,7,7,9,9,3,0
36,1,1,1,1,1,1,1,1,1,1,1,4,3
37,1,1,1,1,1,1,1,1,1,1,1,3,3
38,0,3,3,3,3,3,3,3,3,3,12,2,2
39,0,3,3,3,3,3,3,3,3,3,12,2,2
40,0,0,4,4,4,4,4,4,4,4,4,5,4
41,1,1,1,1,1,1,1,1,1,1,1,5,3
42,0,0,4,4,4,4,4,4,4,4,4,5,4
43,2,3,3,3,3,3,3,3,3,3,3,2,6
44,1,1,4,4,1,4,4,4,4,4,4,5,3
45,1,1,1,4,1,4,4,4,4,4,12,5,3
46,0,0,0,5,5,5,5,5,5,7,7,3,0
47,0,0,0,0,6,6,6,6,6,6,6,4,2
48,1,1,1,1,1,1,1,1,1,1,1,5,3
49,1,1,1,1,1,1,1,1,1,1,1,5,3
50,0,3,3,3,3,3,3,3,3,3,3,2,6
51,1,1,1,1,1,1,1,1,1,1,1,5,3
52,1,1,1,5,5,1,1,9,9,11,5,3,0
53,1,1,1,1,1,1,1,1,1,1,1,5,3
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.07643196765609565,0.09162469031046477,0.09187922944742548,0.08439045008887,0.09189444289337291,0.10017430461270263,0.09009686292046958,0.091131273293492,0.09457947841105636,0.0997747253915416,0.09316044390687697,0.1204632104044856,0.09771690486947583
NMI,0.29170873407587666,0.48640336465138906,0.48181998382808339,0.55740098654059367,0.59155857772542542,0.62630968165753731,0.61773514939711938,0.65753823654429355,0.63754782209794336,0.67610689132435497,0.64351680073295658,1.0,0.63960597746004544
