,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,1,3,4,5,5,5,5,5
1,0,0,0,0,6,7,7,3
2,1,3,3,5,5,5,5,5
3,0,3,3,3,3,3,3,3
4,1,1,4,5,5,5,5,5
5,2,2,4,2,2,7,7,7
6,0,0,0,0,6,6,6,6
7,2,2,4,4,6,7,7,7
8,2,2,2,4,6,7,7,7
9,0,0,3,3,3,3,3,3
10,2,2,2,2,2,7,7,7
11,2,2,1,1,1,7,7,9
12,2,2,2,2,2,2,2,2
13,2,3,3,3,3,3,3,3
14,2,2,2,2,2,2,2,2
15,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2
20,2,2,2,2,2,2,2,2
21,2,2,2,2,2,2,2,2
22,2,2,2,2,2,2,2,2
23,1,3,3,3,3,3,3,3
24,2,3,3,3,3,6,6,6
25,1,1,0,0,0,0,0,0
26,0,3,3,3,6,6,6,6
27,1,1,4,4,4,4,4,4
28,1,1,4,4,4,4,4,4
29,1,1,1,1,1,1,1,1
30,1,1,4,4,4,4,4,4
31,1,1,4,4,4,4,4,4
32,1,1,4,4,4,4,4,4
33,1,1,4,4,4,4,4,4
34,1,1,1,1,1,1,1,1
35,0,2,2,5,5,5,5,5
36,0,3,3,3,6,7,8,8
37,1,1,1,1,1,1,1,1
38,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1
40,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1
42,1,1,1,1,1,1,1,1
43,1,3,3,1,1,6,6,6
44,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1
46,0,3,3,0,0,6,8,8
47,1,1,1,1,1,1,1,1
48,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1
51,1,1,3,0,6,0,8,8
52,0,0,0,0,0,0,0,9
53,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
