,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,2,2,5,6,6,6,6,6,1,0
1,0,0,0,0,0,0,8,8,8,1,1
2,2,3,3,3,6,6,6,6,6,1,0
3,0,3,3,3,3,3,3,3,3,0,2
4,2,2,2,5,6,6,6,6,6,1,0
5,0,0,4,4,4,4,4,4,4,3,3
6,0,0,0,0,0,0,8,8,8,1,1
7,0,0,4,4,4,7,7,7,7,3,3
8,0,3,4,4,4,7,7,7,7,3,3
9,0,3,3,3,3,3,3,3,3,0,2
10,0,3,4,3,4,4,4,4,4,3,3
11,1,1,4,4,4,4,4,4,4,3,3
12,0,0,4,4,4,4,4,4,4,3,3
13,1,3,3,3,3,3,3,3,4,0,4
14,2,2,2,2,2,2,2,2,2,0,5
15,2,2,2,2,2,2,2,2,2,0,5
16,2,2,2,2,2,2,2,2,2,0,5
17,2,2,2,2,2,2,2,2,2,0,5
18,2,2,2,2,2,2,2,2,2,0,5
19,2,2,2,2,2,0,0,3,3,0,5
20,2,2,2,2,2,2,2,2,2,0,5
21,2,2,2,2,2,2,2,2,2,0,4
22,99,99,99,99,99,99,99,99,99,99,99
23,1,3,3,3,3,3,3,3,3,7,2
24,1,1,1,1,1,1,1,1,1,7,3
25,1,1,1,1,1,1,1,1,1,7,6
26,2,2,2,2,2,2,2,2,2,0,4
27,2,2,2,2,2,2,2,2,2,0,5
28,1,1,1,1,5,5,5,5,5,7,6
29,1,1,1,1,5,5,5,5,5,7,6
30,1,3,3,3,3,3,3,5,9,7,2
31,0,3,0,0,0,0,0,0,0,0,3
32,2,3,3,3,3,3,3,9,9,7,3
33,1,1,1,1,1,1,1,1,1,7,6
34,1,1,1,1,1,1,1,1,9,7,3
35,2,2,2,5,6,6,6,6,6,1,0
36,0,3,4,4,4,7,7,7,7,3,3
37,0,0,0,3,4,7,7,9,10,1,1
38,1,1,1,1,1,1,1,1,1,7,6
39,1,1,1,1,1,1,1,1,1,7,6
40,1,1,1,5,5,5,5,5,5,7,7
41,1,1,1,1,1,1,1,1,1,7,6
42,99,99,99,99,99,99,99,99,99,99,99
43,1,1,1,5,5,5,5,5,5,7,7
44,99,99,99,99,99,99,99,99,99,99,99
45,99,99,99,99,99,99,99,99,99,99,99
46,1,1,1,1,1,1,1,1,1,7,6
47,0,0,0,0,0,7,8,9,10,1,1
48,1,1,1,1,1,1,1,1,1,7,6
49,1,1,1,5,5,5,5,5,5,7,7
50,1,1,1,1,1,1,1,1,1,7,6
51,1,1,1,1,1,1,1,1,1,7,6
52,1,1,1,1,1,1,1,1,1,7,3
53,1,1,1,1,1,1,1,1,1,7,6
54,1,3,3,5,5,5,5,5,5,7,7
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1702262846120507,0.16903306833667708,0.1824852761744151,0.17127145978463515,0.17574217500115072,0.17064991798529264,0.16715046925213753,0.16937061362089884,0.16404581199521104,0.1948692314193507,0.14936085563209794
NMI,0.52543517237083681,0.51339305767817667,0.67746846100918601,0.616064556835482,0.70984265573659366,0.6766682123739195,0.71273830233474134,0.72966955176435455,0.70913616814543567,1.0,0.6460491562564038
