,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,3,3,5,3,3,3,3,3,1,0
1,2,0,0,0,6,6,6,6,6,0,1
2,0,3,4,5,3,3,3,3,3,1,0
3,1,1,3,3,5,5,5,5,5,0,2
4,0,3,3,5,3,3,3,3,3,1,0
5,1,1,1,1,3,1,6,1,1,0,2
6,0,0,1,1,6,6,6,6,6,0,1
7,0,0,1,0,6,6,6,6,10,3,3
8,0,0,2,4,6,6,6,6,10,3,3
9,1,1,3,0,0,0,5,5,5,0,2
10,1,1,1,1,1,1,5,5,5,0,2
11,0,0,2,0,4,7,7,7,7,3,3
12,1,1,1,1,1,1,1,1,1,0,2
13,1,1,1,3,5,5,5,5,5,0,2
14,1,1,3,1,1,1,5,5,5,0,2
15,1,1,3,1,1,1,1,1,1,0,2
16,1,1,1,1,1,1,1,1,1,0,2
17,1,1,1,1,1,1,1,1,1,0,2
18,1,1,1,1,1,1,1,1,1,0,2
19,1,1,2,1,1,1,1,1,1,0,2
20,1,1,3,1,1,1,1,1,1,0,2
21,1,1,1,1,6,6,6,6,6,0,1
22,1,1,3,1,1,1,1,1,1,0,2
23,1,3,3,3,5,5,8,8,8,2,4
24,1,3,3,3,5,5,5,8,8,2,4
25,1,1,3,3,5,5,5,5,5,2,4
26,1,3,3,3,5,5,8,8,8,2,4
27,2,2,4,2,2,2,2,2,2,1,5
28,2,2,4,4,4,4,4,4,4,1,5
29,2,2,4,5,4,4,4,4,2,1,5
30,1,2,4,4,4,4,4,4,4,1,6
31,0,2,4,4,4,4,4,4,4,1,6
32,0,0,4,4,4,4,4,4,4,1,6
33,2,2,4,4,4,4,4,4,4,1,6
34,2,2,2,2,2,4,2,2,2,1,5
35,0,2,1,5,3,3,3,3,3,1,0
36,2,1,2,2,2,2,2,2,10,3,3
37,0,0,0,0,0,0,0,9,9,3,3
38,2,2,2,2,2,2,2,2,2,3,5
39,1,1,2,2,2,2,2,2,2,3,3
40,1,1,2,2,2,2,2,9,9,3,7
41,1,1,2,2,2,2,7,9,9,3,7
42,1,1,2,5,2,2,2,9,9,3,7
43,1,3,3,3,5,5,8,8,8,2,4
44,2,1,2,2,2,2,2,2,2,3,3
45,1,3,3,3,5,5,8,8,8,2,4
46,2,3,3,3,5,7,5,7,7,2,3
47,1,1,2,2,2,7,7,2,2,3,3
48,2,2,2,2,2,2,2,2,2,3,5
49,2,2,4,2,2,4,2,4,2,1,5
50,2,3,3,3,5,5,8,8,8,2,4
51,2,3,3,3,5,5,8,8,8,2,3
52,0,0,0,0,0,7,7,7,7,2,3
53,2,2,2,2,2,2,2,2,2,3,3
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.0816841893617526,0.08700077753431185,0.12398869607356366,0.14077124850894066,0.1517909735654084,0.15216273225718183,0.13706644071327093,0.13930889013093994,0.13725859527855455,0.1732897874603469,0.1463713122269712
NMI,0.19127155339287777,0.45935770860285785,0.52576106043080673,0.6068765324581048,0.57851012772750332,0.65741682411195324,0.61558983355959163,0.66229117123481318,0.66664750051432675,1.0,0.71935568042965436
