,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,0,0,0,6,6,6,6,6,6,0,0
1,1,3,4,3,3,7,7,7,7,7,2,1
2,1,3,3,3,3,3,3,3,3,3,2,2
3,1,3,3,1,3,4,4,1,10,1,0,1
4,0,0,0,0,6,6,6,6,6,6,0,0
5,1,1,4,4,4,4,4,4,4,4,1,3
6,1,2,4,4,4,7,7,7,7,7,1,1
7,1,1,1,1,1,1,7,1,7,7,0,1
8,1,0,4,5,5,2,2,2,2,10,1,3
9,1,1,1,1,1,1,1,1,10,1,0,1
10,1,1,1,1,1,1,1,1,10,1,0,1
11,0,0,0,2,2,2,2,2,2,11,3,0
12,1,1,4,4,4,4,4,4,4,4,1,3
13,1,1,1,4,4,4,4,1,10,1,0,1
14,0,0,0,0,0,0,8,8,8,8,1,0
15,1,3,4,4,4,4,4,4,4,4,1,3
16,2,2,2,4,4,4,4,4,4,4,1,3
17,1,3,4,4,4,4,4,4,4,4,1,3
18,1,3,4,4,4,4,4,4,4,4,1,3
19,1,3,4,4,4,4,4,4,4,4,1,3
20,1,3,3,3,3,3,3,3,3,3,2,2
21,1,3,4,4,4,7,7,7,7,7,1,1
22,1,3,3,4,4,4,4,4,4,4,2,2
23,1,1,1,1,1,1,1,1,10,1,0,1
24,2,1,1,1,1,1,1,1,1,2,0,4
25,0,0,0,0,0,0,8,8,8,8,1,0
26,1,0,0,4,4,4,8,9,9,9,1,5
27,2,2,2,2,2,2,2,2,5,11,3,5
28,1,3,3,3,3,3,3,3,3,3,2,3
29,2,2,2,2,2,2,2,2,1,11,3,5
30,1,3,3,3,3,3,3,3,3,3,2,2
31,0,3,3,3,3,3,3,3,3,3,2,5
32,1,3,3,3,3,3,3,3,3,3,2,2
33,1,3,3,3,3,3,3,3,3,3,2,2
34,2,2,2,2,2,2,1,2,1,2,3,5
35,2,2,2,2,6,6,6,6,6,6,3,4
36,2,2,2,2,5,2,2,2,2,10,3,5
37,0,0,0,0,0,0,0,0,8,8,3,0
38,1,1,1,2,2,2,2,8,8,8,3,0
39,2,2,2,2,2,2,2,2,2,10,3,5
40,2,2,2,5,5,5,5,5,5,5,3,6
41,1,2,4,5,5,5,5,5,5,5,3,6
42,1,2,4,5,5,5,5,5,5,5,3,6
43,2,2,2,5,5,5,5,5,1,2,3,4
44,2,2,2,2,2,2,2,2,10,1,3,5
45,2,2,2,5,0,7,7,9,9,9,3,5
46,2,2,2,2,2,2,2,2,1,2,3,4
47,2,2,2,2,2,2,2,2,2,10,3,5
48,2,2,2,2,2,2,2,2,2,11,3,5
49,2,2,2,2,2,2,2,2,10,3,3,5
50,2,2,1,1,1,1,1,9,1,2,3,4
51,2,1,1,1,1,1,1,1,1,2,0,4
52,2,1,1,1,1,1,1,1,1,2,0,4
53,2,2,2,1,1,1,1,1,1,2,3,4
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.12161197723698364,0.12678757886735703,0.11769059433173121,0.12633342614692725,0.12122974949850925,0.12223087900284356,0.1161456537782398,0.1242992576845808,0.10168023310323396,0.10426943179676035,0.15734099800745968,0.11076579349287467
NMI,0.24272008691164473,0.50060000932766291,0.5616517333175417,0.63534905426904675,0.58784973024786613,0.54567995812598036,0.5218177564211256,0.60421617830286656,0.49683776826470355,0.48020491240601981,1.0,0.48566218368942332
