,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,1,1,1,6,6,6,6,6,6
1,1,3,3,3,1,1,1,8,10,10
2,0,0,0,0,6,6,6,6,6,6
3,1,1,3,3,3,3,3,3,1,1
4,1,1,1,1,1,6,6,6,6,6
5,1,1,1,1,1,1,1,1,8,6
6,1,1,3,3,6,7,7,2,10,10
7,1,1,1,1,1,1,1,1,8,8
8,0,0,0,5,5,5,5,5,5,5
9,1,1,1,1,1,1,1,8,1,1
10,1,1,4,4,1,4,1,1,8,8
11,0,0,0,5,5,7,7,7,7,7
12,1,1,4,4,4,4,4,4,4,4
13,1,3,3,3,3,3,3,3,3,3
14,1,1,4,4,4,4,4,4,4,4
15,1,1,4,4,4,4,4,4,4,4
16,1,1,4,4,4,4,1,1,8,4
17,1,1,4,4,4,4,4,4,4,4
18,1,1,4,4,4,4,4,4,4,4
19,2,2,4,4,4,4,4,4,4,4
20,1,1,4,4,4,4,4,4,4,4
21,1,1,4,4,1,1,1,1,10,10
22,0,1,4,4,4,4,4,4,4,4
23,0,3,0,3,3,3,8,2,8,8
24,2,3,3,3,3,3,3,3,3,3
25,1,1,3,3,3,1,1,8,1,1
26,2,3,3,3,3,3,3,3,3,3
27,2,2,2,2,1,1,1,8,1,2
28,2,3,3,3,3,3,3,3,3,3
29,2,2,2,2,1,2,2,2,2,2
30,1,1,1,1,1,1,1,8,1,1
31,0,0,0,0,0,7,7,7,7,7
32,1,1,1,1,1,1,1,8,1,1
33,1,1,1,1,1,1,1,8,1,1
34,2,2,2,2,2,2,2,9,9,9
35,2,2,1,1,6,6,6,6,6,6
36,2,2,2,2,1,1,5,5,5,5
37,1,1,0,5,5,5,5,5,5,11
38,1,1,1,1,5,5,5,0,0,11
39,2,2,2,2,2,2,2,2,2,11
40,2,3,2,2,2,2,2,9,9,9
41,0,1,1,5,2,2,2,9,9,9
42,2,2,2,2,2,2,2,9,9,9
43,2,3,3,3,3,3,3,3,3,3
44,2,2,2,2,6,6,8,2,2,2
45,2,3,3,3,3,3,3,3,3,3
46,2,2,2,2,6,5,5,2,2,2
47,1,2,2,5,5,5,5,5,5,5
48,1,1,4,5,5,5,5,5,5,11
49,2,2,2,2,6,6,2,2,2,2
50,2,3,3,3,3,3,3,3,3,3
51,2,2,2,2,6,6,6,2,2,2
52,0,0,4,5,2,7,7,7,7,7
53,2,2,2,2,6,7,7,2,2,2
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
