,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,0,0,5,5,5,5,5,5,0,0
1,1,1,4,5,6,6,6,6,6,1,1
2,2,2,2,2,2,2,6,2,2,1,2
3,2,2,2,2,4,2,2,8,8,1,2
4,2,0,0,5,5,5,5,5,5,0,0
5,2,2,2,2,2,2,2,9,9,1,2
6,1,1,3,5,6,6,6,6,6,1,1
7,1,1,3,5,6,6,6,6,6,1,1
8,1,1,1,1,1,4,7,4,4,3,3
9,0,0,0,0,6,7,8,8,8,1,4
10,2,2,2,2,2,2,2,2,2,1,2
11,2,2,2,2,2,2,2,2,2,1,2
12,2,2,2,2,2,2,2,9,9,1,2
13,2,2,2,2,2,2,2,2,2,1,2
14,0,3,3,3,3,7,8,8,8,1,4
15,2,3,3,3,3,3,3,3,3,1,5
16,1,1,1,1,1,1,1,1,1,3,5
17,2,3,3,3,3,3,3,3,3,1,5
18,2,3,3,3,3,3,3,3,3,1,5
19,0,3,3,3,3,3,3,3,3,1,4
20,2,3,3,3,3,3,3,3,3,1,5
21,2,3,3,3,3,3,3,3,3,1,2
22,2,3,3,3,3,3,3,3,3,1,5
23,0,0,4,4,4,4,4,4,4,1,4
24,2,3,4,4,4,4,4,4,4,1,4
25,2,3,3,3,3,3,3,8,8,1,5
26,0,0,0,0,0,0,0,8,10,1,4
27,1,1,1,1,1,1,1,1,1,3,6
28,1,1,1,1,1,1,1,1,1,3,6
29,1,1,1,1,1,1,1,1,1,3,6
30,2,2,2,2,2,2,2,2,2,1,2
31,2,2,2,2,2,2,2,2,2,1,2
32,2,2,2,2,2,2,2,2,2,1,2
33,2,2,2,2,2,2,2,2,2,1,2
34,99,99,99,99,99,99,99,99,99,99,99
35,1,1,1,1,1,1,1,1,1,3,6
36,1,1,1,1,1,1,4,4,4,3,3
37,2,1,4,4,4,6,7,7,7,3,3
38,1,1,4,4,4,6,7,7,7,3,3
39,1,1,1,1,1,1,1,1,1,3,6
40,1,1,1,1,1,1,1,1,1,3,6
41,0,0,4,4,4,4,8,8,4,1,4
42,1,1,1,1,1,1,1,1,1,3,6
43,0,0,4,4,4,4,4,4,4,1,4
44,1,1,1,1,1,1,1,1,1,3,6
45,1,1,1,1,1,1,1,1,1,3,6
46,1,1,1,1,1,1,1,1,1,3,6
47,2,0,4,4,6,6,7,7,7,3,3
48,1,1,1,1,1,1,1,1,1,3,6
49,1,1,1,1,1,1,1,1,1,3,6
50,1,1,1,1,1,1,1,1,1,3,6
51,1,1,1,1,1,1,1,1,1,3,6
52,1,1,1,1,1,1,1,1,1,3,6
53,1,1,1,1,1,1,1,1,1,3,6
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.15842009100858795,0.1758240774737967,0.18441472119730615,0.19110911762555904,0.18091328668976042,0.18094832656837342,0.1691545409302949,0.1645796923497134,0.16737034120819305,0.21673532030390646,0.17862555928570215
NMI,0.44138166934172812,0.49925888747546138,0.60122375079871992,0.57936088566265265,0.59177535628464117,0.57562615701430841,0.62055616771834099,0.59623615190740753,0.5824961025326435,1.0000000000000002,0.63692770246949759
