,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,2,0,4,4,4,4,0,2,10,10,3,0
1,0,0,1,5,5,5,5,5,5,5,3,1
2,1,1,3,4,1,1,1,9,1,11,1,0
3,2,2,4,3,4,3,3,3,10,10,1,2
4,2,0,4,4,4,4,4,2,10,10,3,0
5,2,3,4,3,4,3,3,3,10,10,3,2
6,0,0,1,5,5,5,5,5,5,5,3,1
7,2,3,4,5,4,5,5,5,5,5,3,2
8,2,3,4,3,4,3,3,9,9,9,3,3
9,1,1,3,4,4,6,1,1,1,1,1,0
10,1,1,3,4,1,1,1,1,1,1,1,0
11,2,3,4,3,3,3,3,3,3,3,3,4
12,2,2,4,3,2,2,2,2,2,2,0,5
13,2,3,4,3,4,3,5,3,10,10,3,2
14,2,2,3,4,4,1,1,1,1,1,1,2
15,2,2,2,2,2,2,8,8,8,8,0,5
16,2,2,4,3,2,2,2,2,2,2,0,5
17,2,2,2,2,2,2,2,8,2,2,0,5
18,2,2,2,2,2,2,8,8,8,8,0,5
19,2,2,2,2,2,2,2,8,2,2,0,5
20,2,2,2,2,2,2,8,8,8,8,0,5
21,1,0,0,5,5,5,6,5,5,8,0,1
22,2,2,2,2,2,2,8,8,8,8,0,5
23,1,1,3,1,1,1,1,1,1,1,4,6
24,1,1,1,1,1,1,1,1,1,1,4,6
25,1,1,1,1,1,3,1,3,6,4,1,2
26,0,0,1,1,6,4,4,4,4,4,4,7
27,1,3,4,3,3,3,3,3,3,3,3,4
28,2,3,4,3,4,3,3,3,3,3,3,2
29,1,3,4,3,3,3,3,3,3,3,3,4
30,1,1,3,4,5,6,6,6,6,11,1,0
31,0,3,3,4,5,6,6,6,6,6,1,0
32,0,1,3,4,5,6,8,6,8,11,1,0
33,0,1,3,4,5,6,6,6,6,6,1,0
34,0,0,0,0,0,0,0,0,0,9,4,3
35,1,1,1,1,1,1,1,1,1,1,4,6
36,0,3,4,3,3,3,3,9,9,9,3,3
37,1,2,1,1,1,1,1,1,1,1,4,3
38,0,2,3,4,4,2,2,2,0,11,4,3
39,1,3,4,3,3,3,3,3,3,3,3,3
40,2,2,0,0,6,7,7,7,7,7,2,8
41,2,0,0,0,1,7,7,7,7,7,2,8
42,2,0,0,0,2,7,7,7,7,7,2,8
43,1,1,1,1,6,4,4,4,4,4,4,7
44,1,3,4,3,3,3,3,3,3,3,3,4
45,0,0,1,1,6,4,4,4,4,4,4,7
46,1,1,1,1,1,1,1,1,1,1,4,6
47,0,3,4,3,3,3,3,3,3,3,3,3
48,2,3,4,3,3,3,3,3,3,3,3,4
49,1,3,1,3,3,3,3,3,3,3,3,4
50,1,1,1,1,1,1,1,1,1,1,4,6
51,1,1,1,1,1,1,1,1,1,1,4,6
52,1,1,1,1,1,1,1,1,1,1,4,6
53,1,1,1,1,1,1,1,1,1,1,4,6
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.08237370243412834,0.09627153515705447,0.11458903190759243,0.1211158808573287,0.10540854641748813,0.11401471322231896,0.10175255861123997,0.1043287349056736,0.10524907810946008,0.09939810463640009,0.13621470253021473,0.10555423886283197
NMI,0.2454023515629091,0.50513722895237179,0.61527235292598581,0.64073802323744344,0.54977296605985304,0.65678938011383026,0.61059442727568891,0.61620940648655853,0.66207562710470291,0.65382033960482377,1.0,0.66838422799020425
