,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,0,3,3,3,3,3,3,3,0
1,1,3,3,3,3,3,3,3,0
2,0,3,3,3,3,3,3,3,0
3,1,3,3,4,4,4,4,0,1
4,0,3,3,3,3,3,3,3,0
5,2,3,3,3,3,3,3,3,0
6,0,0,4,4,6,6,8,3,0
7,2,1,4,5,6,6,6,3,1
8,1,1,1,1,1,1,1,3,1
9,1,1,3,4,4,4,4,0,2
10,2,0,4,4,6,6,6,3,1
11,2,1,4,1,6,6,6,3,1
12,2,2,4,4,6,6,6,3,1
13,0,3,3,4,4,4,4,0,2
14,1,1,3,4,4,4,4,0,2
15,2,2,2,2,2,2,2,1,3
16,2,2,2,2,2,2,2,1,3
17,2,2,2,2,2,2,2,1,3
18,2,2,2,2,2,2,2,1,3
19,2,2,2,2,2,2,8,1,3
20,2,2,2,2,2,2,2,1,3
21,2,2,2,2,2,2,2,1,3
22,99,99,99,99,99,99,99,99,99
23,2,3,3,0,0,5,5,0,2
24,2,3,4,5,5,5,5,4,4
25,1,1,4,5,5,5,5,4,4
26,0,3,3,5,5,5,8,1,2
27,2,2,2,2,2,2,8,1,3
28,1,1,1,1,1,1,1,4,5
29,1,1,1,1,1,1,1,4,5
30,1,1,1,1,1,7,7,3,1
31,0,0,3,4,4,7,7,0,1
32,1,1,1,1,1,7,7,3,1
33,1,1,1,1,1,1,1,4,5
34,1,1,1,1,1,1,1,4,5
35,0,3,3,3,3,3,3,3,0
36,1,1,1,1,1,1,1,4,1
37,1,1,1,1,1,1,1,4,1
38,1,1,1,1,1,1,1,4,4
39,1,1,1,1,1,1,1,4,5
40,2,2,4,5,5,5,5,4,4
41,2,2,4,5,5,5,5,4,4
42,1,1,1,1,1,1,1,4,4
43,2,2,4,5,5,5,5,4,4
44,1,1,1,1,1,1,1,4,5
45,99,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,4,5
50,1,1,1,1,1,1,1,4,4
51,1,1,1,1,1,1,1,4,5
52,1,1,1,1,1,1,1,4,5
53,1,1,1,1,1,1,1,4,5
54,1,1,1,1,1,1,1,4,5
55,99,99,99,99,99,99,99,99,99
Modularity,0.07441741102789233,0.09543181473268461,0.12567639246417722,0.13930983543760242,0.14348755830746734,0.1433486547675973,0.13122915599979093,0.1579999899978622,0.12576630883518602
NMI,0.27924443885649647,0.34514726693721948,0.5676731621331591,0.6120178795553648,0.71845228323074939,0.69783842572091681,0.68453681637011021,1.0,0.68834310838729518
