,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,0,0,4,4,4,4,4,4,4
1,2,2,2,0,6,7,7,7,7
2,1,3,4,4,4,4,4,4,4
3,2,3,3,3,3,3,8,8,8
4,0,0,4,4,4,4,4,4,4
5,1,1,1,1,1,1,1,1,1
6,2,2,2,0,6,7,7,7,7
7,1,1,1,3,6,7,7,7,7
8,0,0,0,0,6,6,3,3,6
9,0,3,3,3,3,3,8,8,8
10,1,1,1,1,1,1,8,1,1
11,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1
13,1,3,3,3,3,3,8,8,8
14,1,1,1,1,1,1,8,9,9
15,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1,1,1
22,1,1,1,1,1,1,1,1,1
23,0,3,3,3,3,3,8,8,8
24,2,3,3,3,3,3,2,2,2
25,0,0,0,3,3,3,8,9,9
26,2,3,3,3,3,3,3,3,2
27,2,2,2,2,2,2,1,1,1
28,2,2,2,2,2,2,2,2,2
29,2,2,2,2,2,2,2,2,2
30,2,3,3,5,5,5,5,5,5
31,0,3,3,5,5,5,5,5,5
32,0,3,3,5,5,5,5,5,5
33,2,3,3,5,5,5,5,5,5
34,2,2,2,2,2,2,2,2,2
35,2,2,4,4,4,4,4,4,4
36,0,0,0,0,6,6,3,3,6
37,0,0,0,0,0,6,3,3,3
38,0,0,0,0,0,0,0,0,3
39,2,2,2,2,2,2,2,2,2
40,2,2,2,2,2,6,6,6,10
41,1,3,0,0,6,6,6,6,10
42,1,0,0,0,6,6,6,6,10
43,2,3,3,3,3,3,2,2,2
44,2,2,2,2,2,2,2,2,2
45,0,0,0,0,0,0,0,9,9
46,2,2,2,2,2,2,2,2,2
47,0,3,3,0,6,6,3,3,3
48,2,2,2,2,2,2,2,2,2
49,2,2,2,2,2,2,2,2,2
50,2,2,2,2,2,2,2,2,2
51,2,2,2,2,2,2,2,2,2
52,2,2,2,2,2,2,2,2,2
53,2,2,2,2,2,2,2,2,2
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
