,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,2,0,4,4,4,4,0,2,10,10
1,0,0,1,5,5,5,5,5,5,5
2,1,1,3,4,1,1,1,9,1,11
3,2,2,4,3,4,3,3,3,10,10
4,2,0,4,4,4,4,4,2,10,10
5,2,3,4,3,4,3,3,3,10,10
6,0,0,1,5,5,5,5,5,5,5
7,2,3,4,5,4,5,5,5,5,5
8,2,3,4,3,4,3,3,9,9,9
9,1,1,3,4,4,6,1,1,1,1
10,1,1,3,4,1,1,1,1,1,1
11,2,3,4,3,3,3,3,3,3,3
12,2,2,4,3,2,2,2,2,2,2
13,2,3,4,3,4,3,5,3,10,10
14,2,2,3,4,4,1,1,1,1,1
15,2,2,2,2,2,2,8,8,8,8
16,2,2,4,3,2,2,2,2,2,2
17,2,2,2,2,2,2,2,8,2,2
18,2,2,2,2,2,2,8,8,8,8
19,2,2,2,2,2,2,2,8,2,2
20,2,2,2,2,2,2,8,8,8,8
21,1,0,0,5,5,5,6,5,5,8
22,2,2,2,2,2,2,8,8,8,8
23,1,1,3,1,1,1,1,1,1,1
24,1,1,1,1,1,1,1,1,1,1
25,1,1,1,1,1,3,1,3,6,4
26,0,0,1,1,6,4,4,4,4,4
27,1,3,4,3,3,3,3,3,3,3
28,2,3,4,3,4,3,3,3,3,3
29,1,3,4,3,3,3,3,3,3,3
30,1,1,3,4,5,6,6,6,6,11
31,0,3,3,4,5,6,6,6,6,6
32,0,1,3,4,5,6,8,6,8,11
33,0,1,3,4,5,6,6,6,6,6
34,0,0,0,0,0,0,0,0,0,9
35,1,1,1,1,1,1,1,1,1,1
36,0,3,4,3,3,3,3,9,9,9
37,1,2,1,1,1,1,1,1,1,1
38,0,2,3,4,4,2,2,2,0,11
39,1,3,4,3,3,3,3,3,3,3
40,2,2,0,0,6,7,7,7,7,7
41,2,0,0,0,1,7,7,7,7,7
42,2,0,0,0,2,7,7,7,7,7
43,1,1,1,1,6,4,4,4,4,4
44,1,3,4,3,3,3,3,3,3,3
45,0,0,1,1,6,4,4,4,4,4
46,1,1,1,1,1,1,1,1,1,1
47,0,3,4,3,3,3,3,3,3,3
48,2,3,4,3,3,3,3,3,3,3
49,1,3,1,3,3,3,3,3,3,3
50,1,1,1,1,1,1,1,1,1,1
51,1,1,1,1,1,1,1,1,1,1
52,1,1,1,1,1,1,1,1,1,1
53,1,1,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
