,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,1,1,1,1,1,1,1,1,1,1,1,0,
1,0,0,0,5,0,7,7,9,9,9,9,2,
2,2,2,2,2,2,2,8,5,5,8,8,2,
3,2,2,2,2,6,6,2,2,2,2,2,2,
4,1,0,0,0,0,0,2,0,10,10,12,0,
5,1,1,1,1,1,2,1,1,1,1,1,0,
6,0,0,0,5,6,7,6,9,9,9,9,2,
7,2,3,3,3,3,3,3,3,3,3,3,1,
8,2,3,2,2,6,6,6,6,6,6,6,2,
9,1,1,1,1,1,1,1,1,1,1,1,0,
10,2,2,2,2,2,2,2,2,2,2,2,2,
11,1,1,1,1,1,1,1,1,1,1,1,0,
12,2,2,2,2,6,6,2,2,2,2,2,2,
13,1,1,1,1,1,1,1,1,1,1,1,0,
14,2,2,4,5,5,5,5,8,8,5,5,2,
15,0,0,4,5,5,7,7,7,7,7,7,1,
16,0,3,3,3,3,3,3,3,3,11,11,1,
17,0,0,4,5,5,5,5,8,8,5,5,2,
18,1,1,1,1,1,1,1,1,1,1,1,0,
19,2,0,2,1,6,6,6,6,6,6,6,2,
20,2,2,2,5,5,5,5,8,8,8,8,2,
21,1,1,1,1,1,1,1,1,1,1,1,0,
22,2,2,0,5,2,5,8,5,5,8,8,2,
23,0,3,3,3,3,3,3,3,3,3,3,1,
24,0,3,3,3,3,3,3,3,3,3,3,1,
25,2,2,2,2,2,2,8,5,5,8,8,2,
26,0,0,4,5,5,7,7,7,7,7,7,1,
27,2,2,2,2,6,6,6,6,6,6,6,2,
28,2,2,2,2,2,2,8,5,5,8,8,2,
29,0,3,4,4,6,6,6,6,6,6,6,3,
30,2,2,2,2,6,6,2,2,2,2,2,2,
31,2,2,2,2,2,2,8,5,5,8,8,2,
32,2,2,2,2,2,2,8,5,5,8,8,2,
33,2,3,3,3,3,3,3,3,3,3,3,2,
34,0,3,4,4,4,4,4,4,4,4,4,3,
35,1,1,1,1,1,1,1,1,1,1,1,0,
36,1,1,1,1,1,1,1,1,1,1,1,0,
37,1,1,1,1,1,1,1,0,10,10,10,0,
38,0,0,0,0,0,0,0,0,10,11,10,3,
39,0,3,4,4,4,4,4,9,9,11,11,3,
40,2,3,4,4,4,4,4,4,4,4,4,3,
41,0,0,0,0,0,0,0,4,0,4,12,3,
42,2,2,4,4,4,4,4,4,4,4,4,3,
43,0,0,4,4,4,4,4,4,4,4,4,3,
44,2,3,4,4,4,4,4,4,4,4,4,3,
45,0,0,0,5,5,7,7,7,7,7,7,1,
46,0,3,3,3,3,3,3,3,3,3,3,1,
47,0,0,4,0,0,0,0,9,9,0,9,3,
48,0,3,4,0,0,0,0,4,10,10,12,3,
49,0,3,3,3,3,3,3,3,3,3,3,1,
50,0,3,4,4,4,4,4,4,3,3,3,3,
51,0,0,0,0,0,0,0,0,0,11,11,1,
52,1,1,1,1,1,1,1,1,1,1,1,0,
53,0,3,3,3,3,3,3,3,3,3,3,1,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.15836002433872182,0.17270604473238843,0.1713910931527788,0.17075388171358197,0.17221763089748263,0.16876975454047266,0.16415661796701117,0.15947602320349677,0.155044461455609,0.15561240656206576,0.15451379906652005,0.20351734770560986,
NMI,0.60359456845395421,0.50605860326203667,0.61488666497728139,0.66962883268189355,0.6309644775079587,0.62284424323366105,0.66010929036148325,0.65356865544565323,0.60979783823789124,0.63183074794201999,0.60251009864533134,1.0,
Silhoutte,0.06340289,0.11296613,0.12475599,0.14168435,0.16106186,0.17688162,0.17644792,0.19710544,0.20557474,0.2051785,0.20661828,0.10782487,
